SearchLocation,SearchKeyword,Url,Featured,BusinessName,PhoneNumber,streetAddress,addressLocality,addressRegion,postalCode,addressCountry,taCount,taRating,WebsiteURL,OpenHours,tripAdvisorID,Categories,PrimaryCategory,Email,Images,PriceRange,Latitude,Longitude,paymentAccepted,generalInfo,socialLinks,Good For Family,Good for Kid,yearInBusiness,Amenities
"Dallas, TX",cosmetologist,https://www.yellowpages.com/dallas-tx/mip/sally-beauty-supply-1020050,No,Sally Beauty Supply,(972) 298-5155,3215 Kirnwood Dr Ste 111,Dallas,TX,75237,US,,,,"{'WEDNESDAY': '0900-2000', 'MONDAY': '0900-2000', 'THURSDAY': '0900-2000', 'SUNDAY': '1100-1800', 'TUESDAY': '0900-2000', 'FRIDAY': '0900-2000', 'SATURDAY': '0900-2000'}",,Beauty Supplies & Equipment > Cosmetics & Perfumes > Cosmetologists > Hair Supplies & Accessories,Beauty Supplies & Equipment,,https://i2.ypcdn.com/blob/ee4da198f25322c9060957cc354f0800eda98dd5_228x168_crop.jpg,,32.64967,-96.86992,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/dallas-tx/mip/sally-beauty-supply-559175810,No,Sally Beauty Supply,(469) 658-0033,2525 W Wheatland Rd,Dallas,TX,75237,US,,,https://stores.sallybeauty.com/tx/dallas/beauty-supply-dallas-tx-10732.html,"{'WEDNESDAY': '1000-2000', 'MONDAY': '1000-2000', 'THURSDAY': '1000-2000', 'SUNDAY': '1100-1900', 'TUESDAY': '1000-2000', 'FRIDAY': '1000-2000', 'SATURDAY': '1000-1900'}",,Beauty Supplies & Equipment > Cosmetics & Perfumes > Cosmetologists > Hair Supplies & Accessories,Beauty Supplies & Equipment,,,,32.64777,-96.86053,"amex, debit, discover, master card, paypal, visa","Sally Beauty at 2525 W Wheatland Rd in Dallas, TX is your go-to for thousands of salon quality products at budget friendly prices, including the best in hair care, hair color, accessories, styling tools, cosmetics, nail care, and salon equipment. You'll have everything you need to inspire pro results at home. With nearly 3,000 stores across the U.S., Puerto Rico, and Canada, we carry top brands like Clairol, L‚??Or√©al, Wella, and Chi. Need help with hair color? Our free Licensed Colorist OnDemand service connects you with expert colorists for personalized product recommendations and easy to follow guidance. All products are backed by our Love It or Return It Guarantee. Unleash your PROtential, only at Sally!",,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/shear-vintage-salon-472220483,No,Shear Vintage Salon,(972) 386-0805,5925 Forest Ln Ste 131,Dallas,TX,75230,US,,,http://shearvintage.com,"{'WEDNESDAY': '1000-2000', 'MONDAY': '0000-0000', 'THURSDAY': '1400-2000', 'SUNDAY': '0000-0000', 'TUESDAY': '0900-1500', 'FRIDAY': '0000-0000', 'SATURDAY': '0800-1600'}",,Beauty Salons,Beauty Salons,info@shearvintage.com,,,32.909702,-96.80552,"amex, discover, check, visa, mastercard",,,,,13 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/dallas-tx/mip/rose-mary-african-braiding-504756023,No,Rose Mary African Braiding,(214) 777-3531,9730 Abrams Rd Ste 115a,Dallas,TX,75243,US,,,,"{'WEDNESDAY': '0800-2000', 'MONDAY': '0800-2000', 'THURSDAY': '0800-2000', 'SUNDAY': '0000-0000', 'TUESDAY': '0800-2000', 'FRIDAY': '0800-2000', 'SATURDAY': '0800-2000'}",,Hair Braiding > Cosmetologists > Hair Stylists > Hair Weaving,Hair Braiding,beheard04@yahoo.com,,,32.90861,-96.73504,cash only,,,,,225 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/dallas-tx/mip/styles-by-k-482627493,No,Styles By K,(469) 685-9384,10062 Royal Ln,Dallas,TX,75238,US,,,,,,Beauty Salons > Beauty Salon Equipment & Supplies > Cosmetologists > Hair Braiding > Hair Stylists > Hair Weaving > Skin Care,Beauty Salons,kanditennyson@gmail.com,,,32.894302,-96.71574,,Over 15 Years Worth Of Hair Braiding Experience!,,,,15 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/dallas-tx/mip/sally-beauty-supply-3727688,No,Sally Beauty Supply,(214) 350-7363,9751 Webb Chapel Rd Ste 200,Dallas,TX,75220,US,,,,"{'WEDNESDAY': '0900-2000', 'MONDAY': '0900-2000', 'THURSDAY': '0900-2000', 'SUNDAY': '1100-1800', 'TUESDAY': '0900-2000', 'FRIDAY': '0900-2000', 'SATURDAY': '0900-2000'}",,Beauty Supplies & Equipment > Cosmetics & Perfumes > Cosmetologists > Hair Supplies & Accessories,Beauty Supplies & Equipment,,https://i1.ypcdn.com/blob/ee4da198f25322c9060957cc354f0800eda98dd5_228x168_crop.jpg,,32.867115,-96.86499,,,,,,28 Years,Wheelchair accessible
"Dallas, TX",cosmetologist,https://www.yellowpages.com/dallas-tx/mip/amazing-lash-studio-503128432,No,Amazing Lash Studio,(214) 972-3377,6025 Royal Ln Ste 231,Dallas,TX,75230,US,,,,"{'WEDNESDAY': '0900-1900', 'MONDAY': '0900-1900', 'THURSDAY': '0900-1900', 'SUNDAY': '1000-1800', 'TUESDAY': '0900-1900', 'FRIDAY': '0900-1900', 'SATURDAY': '0900-1900'}",,Beauty Salons > Cosmetologists > Day Spas > Nail Salons > Permanent Make-Up,Beauty Salons,prestonroyal@amazinglashstudio.com,,,32.895023,-96.80288,"cash, master card, visa","The moment you set foot in one of our Amazing Lash Studio in Dallas, Texas, you know you are in the right place. Our contemporary studio designs welcome you with a bright, comfortable lobby where you will complete some initial documentation to help your stylist customize your style. You will be greeted by your licensed lash stylist and escorted to your private suite. Thats right, a private suite so you can relax and unwind while our stylists do their magic. Your stylist will review your documentation and discuss the look you are seeking. Together you will review the proprietary lash styles and determine the length and thickness of your lashes. Next, you get comfortable on our cushioned massage tables and the stylist begins their magic.",,,,15 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/dallas-tx/mip/sally-beauty-supply-569301242,No,Sally Beauty Supply,(214) 320-2275,11225 Garland Rd,Dallas,TX,75218,US,,,http://sallybeauty.com,"{'WEDNESDAY': '1000-1900', 'MONDAY': '1000-1900', 'THURSDAY': '1000-1900', 'SUNDAY': '1100-1800', 'TUESDAY': '1000-1900', 'FRIDAY': '1000-2000', 'SATURDAY': '1000-2000'}",,Beauty Supplies & Equipment > Cosmetics & Perfumes > Cosmetologists > Hair Supplies & Accessories,Beauty Supplies & Equipment,,,,32.848206,-96.68481,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/dallas-tx/mip/sally-beauty-supply-1437149,No,Sally Beauty Supply,(214) 320-2262,11255 Garland Rd,Dallas,TX,75218,US,,,https://stores.sallybeauty.com/tx/dallas/beauty-supply-dallas-tx-1049.html,"{'WEDNESDAY': '1000-2000', 'MONDAY': '1000-2000', 'THURSDAY': '1000-2000', 'SUNDAY': '1100-1800', 'TUESDAY': '1000-2000', 'FRIDAY': '1000-2000', 'SATURDAY': '1000-2000'}",,Beauty Supplies & Equipment > Cosmetics & Perfumes > Cosmetologists > Hair Supplies & Accessories,Beauty Supplies & Equipment,,https://i1.ypcdn.com/blob/ee4da198f25322c9060957cc354f0800eda98dd5_228x168_crop.jpg,,32.848778,-96.68411,"master card, visa, amex, debit, discover, paypal","Sally Beauty at 11255 Garland Rd in Dallas, TX is your go-to for thousands of salon quality products at budget friendly prices, including the best in hair care, hair color, accessories, styling tools, cosmetics, nail care, and salon equipment. You'll have everything you need to inspire pro results at home. With nearly 3,000 stores across the U.S., Puerto Rico, and Canada, we carry top brands like Clairol, L‚??Or√©al, Wella, and Chi. Need help with hair color? Our free Licensed Colorist OnDemand service connects you with expert colorists for personalized product recommendations and easy to follow guidance. All products are backed by our Love It or Return It Guarantee. Unleash your PROtential, only at Sally!",,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/glenn-heights-tx/mip/jith-magic-touch-salon-481401911,No,JITH Magic Touch Salon,(972) 330-7873,125 W Bear Creek Rd Ste 102,Glenn Heights,TX,75154,US,,,,"{'WEDNESDAY': '1000-1900', 'MONDAY': '1000-1900', 'THURSDAY': '1000-1900', 'SUNDAY': '0000-0000', 'TUESDAY': '1000-1900', 'FRIDAY': '1000-1900', 'SATURDAY': '1000-1900'}",,Cosmetologists > Beauty Salons,Cosmetologists,jithmts@gmail.com,https://i2.ypcdn.com/blob/eac57da43a83a47a5296f136d1f203f68784abde_228x168_crop.jpg,,32.56089,-96.85875,cash only,"Hair Care Services, Beauty & Barber, Men & Women",,,,14 Years,Wheelchair accessible
"Dallas, TX",cosmetologist,https://www.yellowpages.com/arlington-tx/mip/krislyn-moore-572066668,No,Krislyn Moore,(469) 309-7931,1928 Lost Creek Dr,Arlington,TX,76006,US,,,,,,Cosmetologists,Cosmetologists,krislyndmoore2016@gmail.com,,,32.76677,-97.07969,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/arlington-tx/mip/alba-ana-521850588,No,"Alba, Ana",(817) 608-9595,331 Osler Dr,Arlington,TX,76010,US,,,,,,Cosmetologists,Cosmetologists,,,,32.733307,-97.057594,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/richardson-tx/mip/devon-evans-life-coach-546347366,No,Devon Evans - Life Coach,(469) 901-3427,2017 Campbell Pkwy,Richardson,TX,75082,US,,,,,,Cosmetologists,Cosmetologists,,,,32.973515,-96.68418,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/carrollton-tx/mip/spd-corp-469835756,No,Spd Corp,(972) 245-2700,1420 Halsey Way,Carrollton,TX,75007,US,,,,,,Cosmetologists,Cosmetologists,,,,32.98789,-96.92152,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/carrollton-tx/mip/keiths-salon-541160679,No,Keith's Salon,(214) 632-6059,2650 Midway Rd Ste 140,Carrollton,TX,75006,US,,,,,,Cosmetologists,Cosmetologists,,,,32.98592,-96.84189,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/carrollton-tx/mip/vidalias-salon-and-boutique-519291203,No,Vidalia's Salon and Boutique,(214) 281-9122,2650 Midway Rd Ste 227,Carrollton,TX,75006,US,,,,,,Cosmetologists > Beauty Salons > Hair Stylists,Cosmetologists,,,,32.98592,-96.84189,,,,,,10 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/addison-tx/mip/mary-kay-cosmetics-482314980,No,Mary Kay Cosmetics,(972) 687-6300,16251 Dallas Pkwy,Addison,TX,75001,US,,,http://marykay.com,"{'WEDNESDAY': '0900-1700', 'MONDAY': '0900-1700', 'THURSDAY': '0900-1700', 'SUNDAY': '', 'TUESDAY': '0900-1700', 'FRIDAY': '0900-1700', 'SATURDAY': ''}",,Cosmetologists > Cosmetic Services,Cosmetologists,barb_petty@msn.com,,,32.97124,-96.82193,"visa, mastercard, amex, discover","With annual sales revenue of more than $2 billion, Mary Kay is one of the world's largest direct sellers of skin care and color cosmetics. The company's products are sold in over 35 markets worldwide through an independent sales force of nearly 1 million members. Mary Kay develops, tests, manufactures and packages its products at Dallas, as well as in China. It provides cleansers, moisturizers and anti-aging products. The company markets its products under the Velocity and MKMen brand names. It also manufactures a range of makeup products, including lipsticks, powders, concealers and foundations. Mary Kay additionally supplies perfumes for men and women.",,,,62 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/garland-tx/mip/skin-deep-224594,No,Skin Deep,(214) 315-0636,333 N Shiloh Rd Ste 109,Garland,TX,75042,US,,,,"{'WEDNESDAY': '0900-1700', 'MONDAY': '0900-1700', 'THURSDAY': '0900-1700', 'SUNDAY': '', 'TUESDAY': '0900-1700', 'FRIDAY': '0900-1700', 'SATURDAY': ''}",,Cosmetologists,Cosmetologists,,,,32.915066,-96.66552,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/irving-tx/mip/radiance-spa-530119067,No,Radiance spa,(469) 618-3558,3909 W Airport Fwy Ste 109,irving,TX,75062,US,,,,,,Cosmetologists,Cosmetologists,,,,32.83752,-96.999,,,,,,9 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/mesquite-tx/mip/salon-n-vious-504145399,No,salon n vious,(214) 336-0162,2144 n beltline rd,mesquite,TX,75150,US,,,,"{'WEDNESDAY': '0800-1900', 'MONDAY': '0800-1900', 'THURSDAY': '0800-1900', 'SUNDAY': '0000-0000', 'TUESDAY': '0800-1900', 'FRIDAY': '0800-1900', 'SATURDAY': '0700-1630'}",,Cosmetologists,Cosmetologists,stylezbytrish@yahoo.com,"https://i2.ypcdn.com/blob/f68d4c412645e2d79c6772374437fddfe7a4fff8_228x168_crop.jpg, https://i2.ypcdn.com/blob/b5214da786e1eec99471ff8bf355bbd3b661e0b5_228x168_crop.jpg, https://i4.ypcdn.com/blob/30e8193071b823a5f2d7c19ecadd527793e37b0b_228x168_crop.jpg, https://i1.ypcdn.com/blob/49bcf041c3bb7f93ed940724a8df5cea78cb9f28_228x168_crop.jpg, https://i4.ypcdn.com/blob/0e4c1c026a484daeddfbb1ae5ef2af521e54fa1b_228x168_crop.jpg, https://i2.ypcdn.com/blob/abcc4fb91910c4f253d2018e8ef4af45cc981026_228x168_crop.jpg, https://i1.ypcdn.com/blob/b93f16856e9147e308447cac3b378b644e93cbac_228x168_crop.jpg",,32.7932,-96.5952,cash,,,,,18 Years,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/rockwall-tx/mip/i-heart-hair-by-amelia-461590965,No,I Heart Hair by Amelia,(972) 815-5569,983 E Interstate 30,Rockwall,TX,75087,US,,,,"{'WEDNESDAY': '0900-1900', 'MONDAY': '0900-1700', 'THURSDAY': '0900-1900', 'SUNDAY': '1200-1700', 'TUESDAY': '0900-1700', 'FRIDAY': '0900-1700', 'SATURDAY': '1000-1700'}",,Cosmetologists > Beauty Salons > Hair Removal > Wedding Supplies & Services,Cosmetologists,abrown0726@gmail.com,,,32.90383,-96.45402,check,"I use Wella color and a wide selection of hair products such as:  Aquage, Schwarzkopf, Bed Head and many more.",,,,19 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/hair-by-squeaky-476570908,No,Hair by Squeaky,(214) 367-2827,3693 Dilido Rd,Dallas,TX,75228,US,,,,,,Hair Stylists > Beauty Salons,Hair Stylists,,,,32.800564,-96.688286,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/shear-shiba-548349767,No,Shear Shiba,(972) 920-6031,3936 S Polk St Ste 102,Dallas,TX,75224,US,,,,,,Hair Stylists,Hair Stylists,,,,32.696804,-96.83982,,,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/leone-beauty-salon-481906264,No,Leone Beauty Salon,(214) 854-5774,2233 N Prairie Creek Rd,Dallas,TX,75227,US,,,,,,Beauty Salons,Beauty Salons,,"https://i1.ypcdn.com/blob/e53d1bfb8c1b2985c2edf0cf9092ce1b52b88841_228x168_crop.jpg, https://i2.ypcdn.com/blob/bdc502321a77e07080463719e4d43425b684e4e8_228x168_crop.jpg",,32.750458,-96.66539,cash only,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/cornerstone-hair-studio-547673504,No,Cornerstone Hair Studio,(214) 238-0689,4701 S Denley Dr,Dallas,TX,75216,US,,,,,,Hair Stylists,Hair Stylists,,,,32.691643,-96.7937,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/roosters-mens-grooming-center-506375237,No,Roosters Men's Grooming Center,(972) 248-8585,5930 Park Ln,Dallas,TX,75225,US,,,,,,Hair Stylists > Barbers,Hair Stylists,,,,32.873783,-96.80555,,,,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/bb-african-braids-526093527,No,BB African Braids,(469) 735-8263,8300 La Prada Dr,Dallas,TX,75228,US,,,http://www.bbafricanbraids.com,"{'WEDNESDAY': '0900-1930', 'MONDAY': '0900-1930', 'THURSDAY': '0900-1930', 'SUNDAY': '', 'TUESDAY': '0900-1930', 'FRIDAY': '0900-1930', 'SATURDAY': ''}",,Beauty Salons,Beauty Salons,blessingonwuka26@gmail.canm,"https://i1.ypcdn.com/blob/0dd2bf47250f3e36212c4de342ef140434f2d9cf_228x168_crop.jpg, https://i2.ypcdn.com/blob/e5289cd02010e5ad53990a2e904bf505c2d2f974_228x168_crop.jpg",,32.807728,-96.66782,"mastercard, all major credit cards, amex, check",,,,,13 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/regis-salons-473621124,No,Regis Salons,(214) 363-2243,8687 N Central Expy Ste 2356,Dallas,TX,75225,US,0,,http://www.regishairstylists.com,"{'WEDNESDAY': '0900-2100', 'MONDAY': '0900-2100', 'THURSDAY': '0900-2100', 'SUNDAY': '1200-1800', 'TUESDAY': '0900-2100', 'FRIDAY': '0900-2100', 'SATURDAY': '0900-2100'}",d15665763,Hair Stylists > Beauty Salons,Hair Stylists,,"https://i3.ypcdn.com/blob/0b3059b311058234fee198f753855efbd252f284_228x168_crop.jpg, https://i3.ypcdn.com/blob/ce7b0d306987504062a9f6ce14f5a51cfaed802e_228x168_crop.jpg",,32.868797,-96.77086,,"From the latest cuts and the most up-to-date color trends to special occasion hair and specialty services, our stylists are here to help you find the perfect look for you. At Regis Salons, we believe style and beauty serve to enhance your unique journey. Our goal is to offer an engaging space where you can refine and redefine how you look and feel. Supported by the industryís best education in theFrom the latest cuts and the most up-to-date color trends to special occasion hair and specialty services, our stylists are here to help you find the perfect look for you. At Regis Salons, we believe style and beauty serve to enhance your unique journey. Our goal is to offer an engaging space where you can refine and redefine how you look and feel. Supported by the industryís best education in the",,,,,
"Dallas, TX",hairdresser,https://www.yellowpages.com/dallas-tx/mip/salon-republic-893428,No,Salon Republic,(972) 239-6610,14999 Preston Rd,Dallas,TX,75254,US,,,http://salonrepublic.com,"{'WEDNESDAY': '0900-1800', 'MONDAY': '', 'THURSDAY': '0900-1800', 'SUNDAY': '', 'TUESDAY': '0900-1800', 'FRIDAY': '0900-1800', 'SATURDAY': '0900-1800'}",,Beauty Salons,Beauty Salons,dallas@salonrepublic.com,,,32.953503,-96.8042,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/gzor-healthy-hair-solutions-503611752,No,G'zor Healthy Hair Solutions,(214) 660-9282,8686 Ferguson Rd,Dallas,TX,75228,US,,,,,,Hair Stylists,Hair Stylists,,,,32.812607,-96.6988,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/key-cut-express-13464402,No,Key Cut Express,(972) 749-9905,7007 Bruton Rd,Dallas,TX,75217,US,,,,,,Hair Stylists > Beauty Salons,Hair Stylists,,,,32.749126,-96.70011,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/great-clips-569346533,No,Great Clips,(214) 654-0055,4347 W Northwest Hwy Ste 160,Dallas,TX,75220,US,,,http://www.greatclips.com,"{'WEDNESDAY': '0900-2100', 'MONDAY': '0900-2100', 'THURSDAY': '0900-2100', 'SUNDAY': '1000-1800', 'TUESDAY': '0900-2100', 'FRIDAY': '0900-2100', 'SATURDAY': '0900-1900'}",,Hair Stylists > Barbers > Beauty Salons > Hair Supplies & Accessories,Hair Stylists,,,,32.864063,-96.83617,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/great-clips-573622357,No,Great Clips,(214) 654-0055,4343 W Northwest Hwy,Dallas,TX,75220,US,,,https://salons.greatclips.com/us/tx/dallas/4343-w-northwest-hwy,"{'WEDNESDAY': '0900-2000', 'MONDAY': '0900-2000', 'THURSDAY': '0900-2000', 'SUNDAY': '1000-1800', 'TUESDAY': '0900-2000', 'FRIDAY': '0900-2000', 'SATURDAY': '0900-1900'}",,Hair Stylists > Barbers > Beauty Salons > Hair Supplies & Accessories,Hair Stylists,,,,32.864063,-96.83617,"master card, visa","Great Clips in Dallas, TX provides convenient, affordable haircuts for men, women, and kids. The skilled hair stylists and barbers at Great Clips 4343 W Northwest Hwy offer a wide range of services, including haircuts, beard trims, bang trims, and shampooing. Were open evenings and weekends to fit your schedule, and no appointment is neededwalk in anytime or use Online Check-In to save your spot on the waitlist. With our Clip Notes, we save your haircut details to ensure a consistent and personalized haircut experience, every time, at every Great Clips salon. Whether you're visiting for a quick trim or a fresh new look, were here to make your day great. Stop by and experience friendly service right here in Dallas, TX!",,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/great-clips-468078296,No,Great Clips,(214) 341-7648,10675 E Northwest Hwy Ste 1610,Dallas,TX,75238,US,,,http://www.greatclips.com,"{'WEDNESDAY': '0900-2100', 'MONDAY': '0900-2100', 'THURSDAY': '0900-2100', 'SUNDAY': '1000-1900', 'TUESDAY': '0900-2100', 'FRIDAY': '0900-2100', 'SATURDAY': '0900-1900'}",,Hair Stylists > Barbers > Beauty Salons > Hair Supplies & Accessories,Hair Stylists,,,,32.86444,-96.70162,"master card, visa",,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/irving-tx/mip/extreme-hair-design-212840,No,Extreme Hair Design,(972) 743-5907,665 W Lyndon B Johnson Fwy Suite 110,Irving,TX,75063,US,,,,"{'WEDNESDAY': '', 'MONDAY': '', 'THURSDAY': '', 'SUNDAY': '0000-0000', 'TUESDAY': '', 'FRIDAY': '', 'SATURDAY': ''}",,Cosmetologists > Beauty Salons > Beauty Supplies & Equipment,Cosmetologists,owner@extremehairdesign.net,,,32.91563,-96.95511,"check, visa, debit, discover, master card","I've been in the industry for more than fifteen years and love what I do and the clients that have supported me through the years. I wouldn't be here without each and every one of you. Thank you. I specialize in Great Lengths Extensions and all forms of hair color, including corrective haircolor. I am a full service salon and am here to meet and exceed your needs. I look forward to being of service to you. Tracey Moeller",,,,24 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/liquid-love-healthy-hair-care-products-dallas-475112059,No,Liquid Love Healthy Hair Care Products Dallas,(214) 371-2300,5521 S Hampton Rd,Dallas,TX,75232,US,,,http://www.liquidlovehaircare.com,"{'WEDNESDAY': '0900-1700', 'MONDAY': '0900-1700', 'THURSDAY': '0900-1700', 'SUNDAY': '0900-1700', 'TUESDAY': '0900-1700', 'FRIDAY': '0900-1700', 'SATURDAY': '0900-1700'}",,Hair Stylists > Beauty Salon Equipment & Supplies > Beauty Salons > Beauty Salons-Equipment & Supplies-Wholesale & Manufacturers > Beauty Supplies & Equipment,Hair Stylists,ivette@liquidlovehaircare.com,"https://i3.ypcdn.com/blob/44fe089e28c631b5672f7257d9ecf8a6df104c72_228x168_crop.jpg, https://i1.ypcdn.com/blob/d91ac9d2844e0c50ab740e150d13a303b6ca0c9a_228x168_crop.jpg, https://i2.ypcdn.com/blob/c813a694a1e926f43964548bdc5a817ed26eb979_228x168_crop.jpg, https://i4.ypcdn.com/blob/dd6b282f1df02044a178bf00159c0fda88f270b5_228x168_crop.jpg, https://i3.ypcdn.com/blob/b561bbeaad668a44ea40387c843c4087205b6656_228x168_crop.jpg, https://i3.ypcdn.com/blob/8f39b37328a5ab5ac3058c7822ddaf032df47526_228x168_crop.jpg",,32.679718,-96.85726,"all major credit cards, visa, discover, amex, mastercard",,,,,,Wheelchair accessible
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/absolute-solutions-for-healthy-hair-557918316,No,Absolute Solutions for Healthy Hair,(469) 930-1031,2339 Gus Thomasson Rd,Dallas,TX,75228,US,,,,,,Hair Stylists,Hair Stylists,,,,32.83501,-96.67467,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/duncanville-tx/mip/tiffany-inside-big-mikes-hair-salon-duncanville-479817803,No,Tiffany inside Big Mikes Hair Salon -Duncanville,(469) 454-0914,414 E Wheatland Rd,Duncanville,TX,75116,US,,,,"{'WEDNESDAY': '0000-2359', 'MONDAY': '0900-2359', 'THURSDAY': '0000-2359', 'SUNDAY': '0000-0000', 'TUESDAY': '0000-2359', 'FRIDAY': '0000-2359', 'SATURDAY': '0000-1900'}",,Hair Braiding > Beauty Salons > Cosmetologists > Hair Stylists > Hair Weaving,Hair Braiding,SilkPressDuncanville@gmail.com,"https://i1.ypcdn.com/blob/14e03ce2f52b6fab5498dc93e840893b8665fc4e_228x168_crop.jpg, https://i1.ypcdn.com/blob/2b6d8eafdd1b714e612ed3f3b3e10e9c52cd6ae1_228x168_crop.jpg, https://i4.ypcdn.com/blob/0b56b8faeae53c23793225313479b8e00cdb10dd_228x168_crop.jpg, https://i2.ypcdn.com/blob/b68701e07ceed70667eb4d0674c176e0c3b3b343_228x168_crop.jpg, https://i4.ypcdn.com/blob/d83b8b9d4c3a20c63683b9bf19be802ec86e4965_228x168_crop.jpg, https://i3.ypcdn.com/blob/28be15ed4276dfcad6c9990eae5af0d88e714965_228x168_crop.jpg, https://i4.ypcdn.com/blob/654042e5d91b40cfbf74a7b9280da0e447c6c7c9_228x168_crop.jpg, https://i2.ypcdn.com/blob/e9467f3444b65d0a49f4ca555e3a98e842916de7_228x168_crop.jpg",,32.647144,-96.90259,cash only,"Tiffany Cuington inside Big Mikes-Duncanville provides Conditioning Treatment, Hair Coloring, Hair Extensions, Hair Straightening, Hair Styling, Haircut, Makeup Application, Mani Pedi, Manicure and Pedicure services in Duncanville, TX.",,,,18 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/imagen-latina-unisex-18762316,No,Imagen Latina Unisex,(214) 398-4446,8443 Lake June Rd,Dallas,TX,75217,US,,,,,,Hair Stylists > Beauty Salons,Hair Stylists,,,,32.734383,-96.6751,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/healthy-hair-academy-453617423,No,Healthy Hair Academy,(214) 275-7151,9009 Bruton Rd Ste 443,Dallas,TX,75217,US,,,,,,Hair Stylists > Beauty Salons,Hair Stylists,mrmagicqj@msn.com,,,32.748882,-96.668434,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/linseys-barbershop-salon-spa-570507368,No,Linsey's Barbershop Salon Spa,(214) 971-6834,5934 Royal Ln Ste 248,Dallas,TX,75230,US,,,http://www.linseysbarbershop.com,,,Hair Stylists,Hair Stylists,,,,32.894627,-96.80569,,,,,,,
"Dallas, TX",cosmetologist,https://www.yellowpages.com/dallas-tx/mip/sally-beauty-supply-455849233,No,Sally Beauty Supply,(972) 247-6186,3767 Forest Ln,Dallas,TX,75244,US,,,https://stores.sallybeauty.com/tx/dallas/beauty-supply-dallas-tx-798.html,"{'WEDNESDAY': '1000-2000', 'MONDAY': '1000-2000', 'THURSDAY': '1000-2000', 'SUNDAY': '1000-1800', 'TUESDAY': '1000-2000', 'FRIDAY': '1000-2000', 'SATURDAY': '1000-2000'}",,Beauty Supplies & Equipment > Cosmetics & Perfumes > Cosmetologists > Hair Supplies & Accessories,Beauty Supplies & Equipment,,"https://i1.ypcdn.com/blob/ee4da198f25322c9060957cc354f0800eda98dd5_228x168_crop.jpg, https://i1.ypcdn.com/blob/63c600aa93240e44cdc1dbe3cc80bff193d54b53_228x168_crop.jpg",,32.90968,-96.85254,"amex, visa, debit, discover, master card, paypal","Sally Beauty at 3767 Forest Lane in Dallas, TX is your go-to for thousands of salon quality products at budget friendly prices, including the best in hair care, hair color, accessories, styling tools, cosmetics, nail care, and salon equipment. You'll have everything you need to inspire pro results at home. With nearly 3,000 stores across the U.S., Puerto Rico, and Canada, we carry top brands like Clairol, L‚??Or√©al, Wella, and Chi. Need help with hair color? Our free Licensed Colorist OnDemand service connects you with expert colorists for personalized product recommendations and easy to follow guidance. All products are backed by our Love It or Return It Guarantee. Unleash your PROtential, only at Sally!",,,,,
