model,product_name,author,text,rating,date_added
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,David Sottini Sandra T565,"They were as described, they work as expected of a self adhesive stamp",5,2022-09-13
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,Elisabeth Jones,They were sticky. My mail got delivered they're stamps,5,2022-09-13
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,Rita E.,Very beautiful!,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Wendy,Love the stamps! Quick delivery and careful packaging. Thank you!,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Shantress wise,"Adorable stamps, arrived in great condition!",5,2022-09-13
460203,2020 US Earth Day Forever Stamps,66novacoupe,Very attractive and colorful,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Tomas DellaMorte,Love them. Had fun putting them on envelopes.,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Sharen,These are cute additions to my mail. Would recommend.,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,christina,I use this product for mailing bills,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,Big Small,"When ordering for my business, I didn't realize that I could also get postage stamps! I love the stamps I received. It was truly a simple process and saved me time taking care of everything in one step.",5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,B. E. Nutt,Stamps are available yes!,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,W. J. Plein,Great help for my card ministry,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,AZ,Super fast shipping!!,5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,V. A. Trammell,All around good!,5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,NKB,"Stamps. Happy to have them delivered. Plus, can select some with photo images.",5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,Lori5of7,"A surprise for my wife. She likes collecting stamps very much. After receiving it, she is very happy and will continue to buy. There are many old stamps in it, which are hard to find, very good.",5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,V. West,Perfect perfect perfect!!! Thank you so much for this.,5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,K.D.,Nice stamp. Works as it should.,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,Lori Windsor,I do a lot of letter writing at this time. Price of postage is good.,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,Trever,Beautiful for a gift !!,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,V. S. Kilgore,These beat a trip to that Post Office line any day!!!,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,SHAWN,Like them and for the valueto,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,Diane Arnold worm,These made perfect presentations during summer and spring mailing. Loved them!,5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,Charlie Couture Deanna R. Miller,"This product was so needed and made convenient for me to order, and ship to my elderly Mom out-of-state. She loved them.",5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,Nathybelle,Such convenience! Our post offices are located where we have to pay to park. Now it’s possible to get the stamps I want delivered to my door. Fantastic!,5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,Lori Windsor,"This product was so needed and made convenient for me to order, and ship to my elderly Mom out-of-state. She loved them.",5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,Trever,"Convivence and style and that they are ""Forever Stamps"".",5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,V. S. Kilgore,"They're prettier stamps. Even if the receiver doesn't appreciate them, I do.",5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,Candace Mathews,"Good way to get stamps fast , without going to the post office.",5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,Elisabeth F. Lanzl,very beautiful,5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,Deartra Poulson,MAIL SPEICAL LETTERS,5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,Candace Mathews,Convenient,5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,Elisabeth F. Lanzl,The stamps arrived super fast and in perfect condition.,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Donne,"They're prettier stamps. Even if the receiver doesn't appreciate them, I do.",5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,David Sottini Sandra T565,I'm happy I was able too order this.,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Elisabeth Jones,Nothing to dislike.,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Rita E.,Great value and quick delivery,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Patricia Banks,"They were as described, they work as expected of a self adhesive stamp",5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Emma,Saved me a trip to the post office or grocery store. The most thankful of this purchase is my bill collectors. Stamps came to me in great condition.,5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Jake R.,"Nothing was disliked or bad news. I loved the stamps and will order again, for the convenience.",5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Marley,Love these stamps. 2nd time ordered. Great delivery and price.,5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Brendon,How do you review a stamp.LOL,5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Jake R.,"good product, fast delivery",5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,SHAWN,"There’s nothing to dislike about these stamps, they stick pretty well! Definitely gonna buy more once I run out",5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Diane Arnold worm,Stamps on sale!!! What a deal! Just ordered more!,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Charlie Couture Deanna R. Miller,They are as pretty as their pictures show.,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Linda Fitzgerald,Great value for the money,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Esther,Good product.....forever stamps!,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Eileen,it help was good for business or other,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Big Small,"Good way to get stamps fast , without going to the post office.",5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,B. E. Nutt,very beautiful,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,W. J. Plein,MAIL SPEICAL LETTERS,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,AZ,Convenient,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Charlie Couture Deanna R. Miller,Liked the design and quality.,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Linda Fitzgerald,They were just what I was looking for. I will be reordering again and again!,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Esther,A great way to buy stamps during the pandemic.,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,APACHECAT,Such convenience! Our post offices are located where we have to pay to park. Now it’s possible to get the stamps I want delivered to my door. Fantastic!,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Cindy Busfield me,"This product was so needed and made convenient for me to order, and ship to my elderly Mom out-of-state. She loved them.",5,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,maggie,I would definitely buy again,5,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,Jake,easy-peasy way of buying postage stamps,5,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,Alberta Graham,Arrived quickly. Exactly as advertised.,5,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,Jaydeenie,They are self adhesive and I love the pictures.,5,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,Senior,great design and easy to use,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,Fredrick J. Reynolds Nomie,These made perfect presentations during summer and spring mailing. Loved them!,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,RICHARD BROWN,Liked the design and quality.,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,Linda Fitzgerald,A great way to buy stamps during the pandemic.,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,Esther,Such convenience! Our post offices are located where we have to pay to park. Now it’s possible to get the stamps I want delivered to my door. Fantastic!,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,APACHECAT,"This product was so needed and made convenient for me to order, and ship to my elderly Mom out-of-state. She loved them.",5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,mikki thiele,They were as advertised! Great,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Norm H.,So conveniently delivered to my mailbox avoiding having to come into contact with people during these sad dangerous covit-19 times,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Miss OCD @ 67,I enjoyed getting them in the handy little zip lock bag.,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,TamRN Diane Johnson,"Well packed, not waded up!",5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Casey Baldwin,So conveniently delivered to my mailbox avoiding having to come into contact with people during these sad dangerous covit-19 times,4,2022-09-13
199705,1997 U.S. Forever Postage Stamps Celebrating Bugs Bunny,K.D.,Worked great,5,2022-09-13
199705,1997 U.S. Forever Postage Stamps Celebrating Bugs Bunny,Lori5of7,My 4’year old grandson likes to make postcards to send to Grandma. What I like about these Forever Postcard stamps is their historic reference but also and mainly because they are simply beautiful! So are his cards.,5,2022-09-13
199705,1997 U.S. Forever Postage Stamps Celebrating Bugs Bunny,V. West,Exactly what I needed,5,2022-09-13
199705,1997 U.S. Forever Postage Stamps Celebrating Bugs Bunny,K.D.,Can't get stamps because of where you live? Worked out perfectly!,5,2022-09-13
199705,1997 U.S. Forever Postage Stamps Celebrating Bugs Bunny,Lori5of7,Arrived quickly. Exactly as advertised.,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Sharen,Great for collecting,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Annette Lacey,I liked everything...the stamps themselves and the fast delivery.,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Sally Daniel D.,"During the pandemic, avoiding a trip to the post office seemed a good idea. The convenience and quick delivery are great.",5,2022-09-13
460203,2020 US Earth Day Forever Stamps,WOODY,"I really like these stamps, probably will save them rather than use unless I order and receive more first.",5,2022-09-13
460203,2020 US Earth Day Forever Stamps,MBR,Nice detail stamps.,5,2022-09-13
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,Patricia Banks,These stamps will come in handy for writing notes or letters or cards,5,2022-09-13
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,Pollyanna,Such convenience! Our post offices are located where we have to pay to park. Now it’s possible to get the stamps I want delivered to my door. Fantastic!,5,2022-09-13
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,Casey Baldwin,"This product was so needed and made convenient for me to order, and ship to my elderly Mom out-of-state. She loved them.",5,2022-09-13
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,Deartra Poulson,"Convivence and style and that they are ""Forever Stamps"".",5,2022-09-13
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,Tyler Stores,"They're prettier stamps. Even if the receiver doesn't appreciate them, I do.",5,2022-09-13
572017,2017 U.S Flag Forever First-Class Rate Stamps,Anne Elisco,"Well packed, not waded up!",5,2022-09-13
572017,2017 U.S Flag Forever First-Class Rate Stamps,Sally Smith,Very good quality,5,2022-09-13
572017,2017 U.S Flag Forever First-Class Rate Stamps,Ellie Green,I would definitely buy again,5,2022-09-13
572017,2017 U.S Flag Forever First-Class Rate Stamps,Ms. D,great design and easy to use,5,2022-09-13
572017,2017 U.S Flag Forever First-Class Rate Stamps,pems-integ-tests,They are self adhesive and I love the pictures.,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,Larry M Muehl,"good product, fast delivery",5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,KHW,very easy to buy for a low vision person.,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,Rosie,Stamps needed when we were on vacation,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,marje,Nice words,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,Brendon,I bought the Mix Of 20 Stamps for a good price to & Didn't have to go out in cold weather either .,5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,V. A. Trammell,Indeed these could be ordered and enclosed as a practical and pretty gift for anyone. I love mine.,5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,NKB,Liked the wide variety of stamps to choose from Came on time. Were exactly as pictured. I love them. Will order again. How convenient!,5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,Lori5of7,"mailing letters, sending sympathy cards; anniversary cards, paying bills.",5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,V. West,"They were good quality, arrived quickly.",5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,K.D.,"i'm into art, so these are very actritive",5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,Big Small,"good product, fast delivery",5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,B. E. Nutt,very easy to buy for a low vision person.,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,W. J. Plein,Stamps needed when we were on vacation,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,AZ,Nice words,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,joan e freudenburg,Arrived on time. Good deal for the time frame I needed arrival.,5,2022-09-13
201705,2017 US Wedding Celebration Corsage Two Ounce Forever Stamps,Andrea,Creative!,5,2022-09-13
201705,2017 US Wedding Celebration Corsage Two Ounce Forever Stamps,ksein,I like it cause it was convenient got them in the mail didn't have to go out,5,2022-09-13
201705,2017 US Wedding Celebration Corsage Two Ounce Forever Stamps,Elisabeth F. Lanzl,Cute stamps,5,2022-09-13
201705,2017 US Wedding Celebration Corsage Two Ounce Forever Stamps,Deartra Poulson,Nothing about this was bad . I loved these sticks to send for mail purposes .,5,2022-09-13
201705,2017 US Wedding Celebration Corsage Two Ounce Forever Stamps,Candace Mathews,Great value but keep in mind these are postcard stamps and weight matters.,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Nancy Bradford,Great!!,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Ashlee Stephens,Good stuff,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Jessa Betian,It a first class stamp and reasonable price. Good deal,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Mary Claeson,Just what I wanted.,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Marilyn DiCenzi,Did as advertised and was well packaged.,5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,Deartra Poulson,Worked great,5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,Candace Mathews,My 4’year old grandson likes to make postcards to send to Grandma. What I like about these Forever Postcard stamps is their historic reference but also and mainly because they are simply beautiful! So are his cards.,5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,Tamara jones,"I liked this product because it was close to the ""pictures"" advertised.",5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,Annie Hendry,Super fast delivery! Gorgeous stamps! Excellent value for your money! Thank you so much,5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,V. A. Trammell,I like to send out cards/pictures for autographs in my spare time and so far I haven’t had any issues getting mail back with them.,5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,SHAWN,I'm happy I was able too order this.,5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,Diane Arnold worm,Nothing to dislike.,5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,Charlie Couture Deanna R. Miller,Great value and quick delivery,5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,V. S. Kilgore,They do what they do works good legit,5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,SHAWN,I found everything satisfactory about this product.,5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Marley,very easy to buy for a low vision person.,5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Brendon,Stamps needed when we were on vacation,5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Aamna Vawda,Nice words,5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Kindle Customer janet w.,I bought the Mix Of 20 Stamps for a good price to & Didn't have to go out in cold weather either .,5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Robert Anthony,I like the funny designs. Came in perfect condition!,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,APACHECAT,"Love putting these beautiful stamps on Birthday Cards, Thank You Cards and Anniversary Cards.",5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Cindy Busfield me,"Adhension good. Not sure about the value of money, but delivery is really quickly. I think it is a good way to buy stamps.",5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Renee,Easy and convenient instead of going to the post office!,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Amy B. Auth,Beautiful stamps. Happy with them,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Mary Neufeld,I do a lot of letter writing at this time. Price of postage is good.,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,JohnnyU,Creative!,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Mary Wilson,Would buy again .,4,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Eileen,They carry the same value as 55 cent stamps needed for envelopes. I like that they are cheaper as well.,4,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Big Small,They worked fine,4,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,B. E. Nutt,This product is very easy to use and gift to someone else should you choose.,4,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Anne Elisco,I'm happy I was able too order this.,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Surfer Joe,Such convenience! Our post offices are located where we have to pay to park. Now it’s possible to get the stamps I want delivered to my door. Fantastic!,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Vic,"This product was so needed and made convenient for me to order, and ship to my elderly Mom out-of-state. She loved them.",5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Josephine A Bates,"Convivence and style and that they are ""Forever Stamps"".",5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,KL08,"They're prettier stamps. Even if the receiver doesn't appreciate them, I do.",5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Aamna Vawda,I like the funny designs. Came in perfect condition!,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Nathybelle,Product arrived quickly and they are as stated by seller.,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Lori Windsor,They were great and I have added them to my wallet to use. It saved me a trip to the post office and even more so standing in line since DeJoy has cut back on Postal Service staff and hours. I may get some more for holiday mailings.,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Trever,I liked the picture on these stamps. Very nice.,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,V. S. Kilgore,"These are lovely stamps for postcards, they arrived on time and in good condition. The description does say postcard, I just didn't notice.",5,2022-09-13
199705,1997 U.S. Forever Postage Stamps Celebrating Bugs Bunny,V. West,They are self adhesive and I love the pictures.,5,2022-09-13
199705,1997 U.S. Forever Postage Stamps Celebrating Bugs Bunny,K.D.,great design and easy to use,5,2022-09-13
199705,1997 U.S. Forever Postage Stamps Celebrating Bugs Bunny,Anni,"A surprise for my wife. She likes collecting stamps very much. After receiving it, she is very happy and will continue to buy. There are many old stamps in it, which are hard to find, very good.",5,2022-09-13
199705,1997 U.S. Forever Postage Stamps Celebrating Bugs Bunny,Margaret,Perfect perfect perfect!!! Thank you so much for this.,5,2022-09-13
199705,1997 U.S. Forever Postage Stamps Celebrating Bugs Bunny,V. A. Trammell,Nice stamp. Works as it should.,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Deartra Poulson,I enjoyed getting them in the handy little zip lock bag.,4,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Tyler Stores,"Well packed, not waded up!",4,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Emily Parker Robert Stallings,Very good quality,4,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Tiffany,I would definitely buy again,4,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Rochelle Nameroff,easy-peasy way of buying postage stamps,4,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,Cindy Busfield me,"Convivence and style and that they are ""Forever Stamps"".",5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,Renee,"They're prettier stamps. Even if the receiver doesn't appreciate them, I do.",5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,Amy B. Auth,I'm happy I was able too order this.,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,Mary Neufeld,Nothing to dislike.,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,Linda Fitzgerald,"Convivence and style and that they are ""Forever Stamps"".",5,2022-09-13
572017,2017 U.S Flag Forever First-Class Rate Stamps,Daniel,Arrived quickly. Exactly as advertised.,5,2022-09-13
572017,2017 U.S Flag Forever First-Class Rate Stamps,Kindle Customer janet w.,Have ordered on-line before. Just time to reorder.,5,2022-09-13
572017,2017 U.S Flag Forever First-Class Rate Stamps,Aamna Vawda,I didn't know I could get stamps online.,5,2022-09-13
572017,2017 U.S Flag Forever First-Class Rate Stamps,Brendon,"So far my mail was delivered with these stamps, so they’re real.",5,2022-09-13
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,Emily Parker Robert Stallings,I'm happy I was able too order this.,5,2022-09-13
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,Tiffany,Nothing to dislike.,5,2022-09-13
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,Pollyanna,"They're prettier stamps. Even if the receiver doesn't appreciate them, I do.",5,2022-09-13
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,Casey Baldwin,I'm happy I was able too order this.,5,2022-09-13
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,Deartra Poulson,Nothing to dislike.,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Alexandra B Giannini,There amazing beautiful Stamps,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Lilyla Disavores,Used them on all my holiday cards. They cane in a pertective sleeve. All in great shape. Will buy them again.,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Ronnie Beckman,I bought these bc my daughter needed them quickly. They are beautiful!!,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Jeanette Gamboa,I really like the stamps and enjoy affixing them upon a envelope.,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Richar J.Smith,Highly satisfied with this purchase!,5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,ksein,Like everything about these stamps.,5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,Elisabeth F. Lanzl,Putting them on our RSVP card for our wedding invitations. Nice touch.,5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,Deartra Poulson,Not much to say… they’re stamps! Cute design and efficient shipping.,5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,Candace Mathews,I used these for my wedding invitations and loved them! They’re very cute and I got so many compliments!,5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,Tamara jones,The stamps adhered to the envelops securely. They arrived in a timely manner and can be used for any occasion.,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,Nacoddetta Wesley-Hawkins,The stamps arrived very quickly (whithin 3 days) but still show as “in transit” because they were sent via a regular stamped envelope. Easier than leaving the house!,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,Mary Ellen Nash,"Looks like they work, most times. BUT I will NOT be using them on bill payment letters!",5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,Jasim Arraseef,"It is difficult for me to get out and this makes keeping up with my mail, so very much more easy.",5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,Cherry Eley,The package was on my door step in less than 24 hours from ordering.,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,Sarah,"These are indeed Real, usable current stamps. Thank you!",5,2022-09-13
201705,2017 US Wedding Celebration Corsage Two Ounce Forever Stamps,Elisabeth F. Lanzl,"mailing letters, sending sympathy cards; anniversary cards, paying bills.",5,2022-09-13
201705,2017 US Wedding Celebration Corsage Two Ounce Forever Stamps,Deartra Poulson,"They were good quality, arrived quickly.",5,2022-09-13
201705,2017 US Wedding Celebration Corsage Two Ounce Forever Stamps,Candace Mathews,"i'm into art, so these are very actritive",5,2022-09-13
201705,2017 US Wedding Celebration Corsage Two Ounce Forever Stamps,Elisabeth F. Lanzl,Putting them on our RSVP card for our wedding invitations. Nice touch.,5,2022-09-13
201705,2017 US Wedding Celebration Corsage Two Ounce Forever Stamps,Deartra Poulson,Not much to say… they’re stamps! Cute design and efficient shipping.,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,Larry M Muehl,Fast service and I have trouble getting to the post office so this is great for see,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,KHW,Exactly as described. I would buy it again. Great service.,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,Rosie,"I like having plenty of stamps on hand, and these fit the bill.",5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,marje,"As you can see, I’ve already used one of these. The packaging was excellent, it came in a box with several other items and it wasn’t bent or damaged or anything! Great value!",5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,Brendon,Was happy with my stamps cuz I didn’t feel like going to the post office,5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,Diane Arnold worm,These are beautiful. I choose these for personal mail. They are too nice for bill payments.,5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,Charlie Couture Deanna R. Miller,Love these stamps! Having them come to the house is great!,5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,Linda Fitzgerald,these stamps are pretty ands that's why I like them,5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,Esther,Have bought these stamps several times love the variety of colorful flowers will continue to reorder.,5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,APACHECAT,Love the items especially the bright colors!,5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,Tamara jones,Good price,5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,Annie Hendry,Good condition and was on time,5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,V. A. Trammell,Like that I got what I ordered. Thanks.,5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,Tamara jones,The stamps adhered to the envelops securely. They arrived in a timely manner and can be used for any occasion.,5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,Annie Hendry,I got these stamps to use for baby shower thank you card’s they are super cute but again they are stamps so nothing special.,5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Jake R.,Nice stamps at hand. Beats PO visit.,5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Marley,When you need stamps quickly this works well,5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Brendon,Iam too crippled to drive-don't have car nor license- so it is easy to get my stamps as i pay all bills by mail.,5,2022-09-13
