Product_Name,Brand_Name,Total_Ratings,Avg_Rating_Stars,Reviewer_Name,Review_star,Review_Title,Review_date,Review_details,Review_Text,Helpful_for,TimeStamp
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Inga,5.0 out of 5 stars,Amazing quality,Reviewed in the United Kingdom on 18 September 2020,Verified Purchase,I have 2 dogs myself and its just so easy to use it. My old doesn't used to last for long even after the charge. Fully charged I can shave my both dogs. Perfect complect as it comes with all the accessories  which you need for your dogs grooming. Really high quality for the price worth every penny.,7 people found this helpful,16-08-2022 04:33:08
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Taya26,5.0 out of 5 stars,High quality,Reviewed in the United Kingdom on 19 November 2020,Verified Purchase,"Everything works perfectly, I'm satisfied with the quality of the product. As it was in the description, the sound doesn't deter the pet. The battery lasts a long time and is rechargeable. There are lots of comb attachments and accessories that will fit any type of fur.",7 people found this helpful,16-08-2022 04:33:08
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Meli Almeida,5.0 out of 5 stars,Good machine,Reviewed in the United Kingdom on 6 June 2021,Verified Purchase,"Works, very nice.Like u can see on the pictures we did it. 😻my cat was not afraid of it.The battery works till we finish the jobThe noise doesn't scare my cat at all.Money we'll speeded.",3 people found this helpful,16-08-2022 04:33:10
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Shirilee,5.0 out of 5 stars,Brilliant,Reviewed in the United Kingdom on 19 October 2020,Verified Purchase,Best grooming kit I have bought very quiet very happy with this,7 people found this helpful,16-08-2022 04:33:10
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,stu39245,5.0 out of 5 stars,Great low noise Dog Groomer,Reviewed in the United Kingdom on 20 December 2020,Verified Purchase,Liked everything including the amazing value for money.,6 people found this helpful,16-08-2022 04:33:10
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Gvido,5.0 out of 5 stars,Great quality device,Reviewed in the United Kingdom on 17 September 2020,Verified Purchase,This is very good and high quality grooming set. Was surprised to find there also 2 hair scissors . The noise and vibration are very low. The kit has everything you need to trim your pet. Cutting very well. There is helpful display on the clipper.  It shows % of the battery and speed level.  I'm very happy with the kit.,7 people found this helpful,16-08-2022 04:33:10
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Amazon Customer,1.0 out of 5 stars,Very dissatisfied,Reviewed in the United Kingdom on 14 January 2021,Verified Purchase,Does not work at all. Does not switch on/charge.Can’t be bothered with returning so keeping it for the scissors and using the attachments with another clippers.,6 people found this helpful,16-08-2022 04:33:10
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,dee,4.0 out of 5 stars,Good value for money,Reviewed in the United Kingdom on 23 February 2021,Verified Purchase,"Excellent product, my only small moan is the thinning scissors are blunt and unable to use. Other than that excellent, even used on my husbands hair!",5 people found this helpful,16-08-2022 04:33:10
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Tamsin Naylor,5.0 out of 5 stars,Happy with this purchase,Reviewed in the United Kingdom on 21 January 2022,Verified Purchase,"For a fairly cheap home grooming kit I was really happy with this purchase. Everything is as described. Easy to use, good battery life, not too noisy. Easily cuts my yorkie's fur and the guards work super. Unfortunately, I also have a Lhasa Apso who has two coats of dur (one wool) and I can't cut her fur with the guards on the razor. I'm not unhappy about this however as I've never found a better home grooming kit than this one and it didn't break the bank. Would recommend. Would purchase again. It also comes with good quality scissors and nail clippers. An added bonus!",,16-08-2022 04:33:10
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Chersween,4.0 out of 5 stars,Useful product,Reviewed in the United Kingdom on 4 July 2021,Verified Purchase,These are reasonable to use. I am not experienced at all so I struggled to begin with which is more about me than the product. Only had to use a couple of times and for small clipping not full groom.,3 people found this helpful,16-08-2022 04:33:10
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Amazon Customer,1.0 out of 5 stars,Not good,Reviewed in the United Kingdom on 15 July 2021,Verified Purchase, He looks a mess they ran out after a full day's charge in half an hour,4 people found this helpful,16-08-2022 04:33:10
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Katarzyna,5.0 out of 5 stars,Excellent! I definitely recommend them.,Reviewed in the United Kingdom on 20 September 2021,Verified Purchase,"The perfect all in one deal. The tools are an great quality, sturdy and the combs, pairs of scissors, nail trimmer and clippers are all great quality. The clippers lasted 2.5 hours of me grooming my pup. The price is unbeatable. It was my first time giving my dog a cut and it was easy thanks to this kit.My dog love these. Nice and sharp and so quiet. I find them easy to work with as they are small and quiet.I recommend!",One person found this helpful,16-08-2022 04:33:10
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Sonata,5.0 out of 5 stars,Quality,Reviewed in the United Kingdom on 10 November 2021,Verified Purchase," I’m very happy about this purchase.Firstly it’s really good packed !!!I did used not only on my pet , but also on my husband . He didn’t felt any different from professional and this.Secondly it’s really awesome that it has accessories as well + plus scissors they are handy!!My dog and husband are really pleased with it.The most I like that it’s really silent and cordless.Overall I would recommend to everyone, it’s real genuine product.",One person found this helpful,16-08-2022 04:33:14
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Jason,5.0 out of 5 stars,Good product,Reviewed in the United Kingdom on 24 November 2020,Verified Purchase,"Worked really well on our springer spaniel. Cuts quick, plenty of accessories. Long battery life to do two dogs. Excellent product.",6 people found this helpful,16-08-2022 04:33:14
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Amazon Customer,5.0 out of 5 stars,Great customer service!,Reviewed in the United Kingdom on 2 April 2022,Verified Purchase,"Had an issue at the beginning, as I must have had either a dodgy battery or power cable (as it wouldn't charge) ... HOWEVER, I had very speedy replies to my messages and they were very keen to make sure I was left completely happy with my product. I got my replacement promptly and everything is now working perfectly! Very happy customer!Plus it has to be said that the kit that comes with these clippers is of very high standard.Don't let any poor reviews put you off, as if there are any issues they are very quick to solve them!",,16-08-2022 04:33:14
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Salbal,5.0 out of 5 stars,Best purchase of 2021🥳,Reviewed in the United Kingdom on 16 August 2021,Verified Purchase,"During a lifetime of hairy dogs these are without doubt the best clippers I've ever had...... I've never trimmed my dog so quickly and painlessly, we didn't have crossed words once, and we usually have to take regular ""patience breaks""! Like a delightfully quiet knife through butter, can't praise highly enough. Also, the accompanying scissors are surprisingly decent quality, with actual heft! You won't be disappointed 👌",One person found this helpful,16-08-2022 04:33:14
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Diana,5.0 out of 5 stars,The Only Toolkit You Will Ever Need For Your Bestfriend,Reviewed in the United Kingdom on 22 October 2020,Verified Purchase,"It is the best and most unique toolkit on the entire market.My dogs usually hated getting trimmed,but this time they  loved and it they have grown a passion for getting trimmed ever since.Everything I need to make my dog beautiful in one box.Would definitely recommend 10/10.",7 people found this helpful,16-08-2022 04:33:14
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Birute,5.0 out of 5 stars,Excellent Product,Reviewed in the United Kingdom on 2 September 2020,Verified Purchase,"Recommend product, bought this because local dog groomers closed due to Covid and my puppy was getting so fluffy! It didn’t stress or annoy my dog in any way. It doesn't catch my dogs skin and is really quite. You get every thing you need to keep your dog looking fresh during these difficult times! Highly recommended.",7 people found this helpful,16-08-2022 04:33:14
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Giblet & Howe,4.0 out of 5 stars,Good set,Reviewed in the United Kingdom on 23 June 2021,Verified Purchase,Good set of tools and attachments. Liked the visual power/battery display.  Clipper was reasonably quiet until I put the clipper guards on which made it too noisy for my nervous dog.,3 people found this helpful,16-08-2022 04:33:14
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Andreia,5.0 out of 5 stars,Works great!,Reviewed in the United Kingdom on 20 June 2021,Verified Purchase,I’ve tried two other dog clippers and this definitely is the best I’ve tried so far! Works so well. I love the digital aspect of it - so I can keep an eye on the battery.,3 people found this helpful,16-08-2022 04:33:14
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,HWR,5.0 out of 5 stars,Great Value,Reviewed in the United Kingdom on 17 March 2022,Verified Purchase,"This is a great product with lots of attachments AND plenty of accessories to give your furry friend a great groom.The clippers work really well and have a long battery life. They are not particularly quite but I've used many louder ones over the years. It comes with everything you need apart from small round ended safety scissors for trimming around the eye and ear area, but apart from that I'm really pleased with it and would recommend it",,16-08-2022 04:33:14
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Mariusz,5.0 out of 5 stars,I recommend very good equipment,Reviewed in the United Kingdom on 13 May 2021,Verified Purchase,"perfect if you want to take care of your pet yourself, it is perfect for grooming animals, but you can also use it to improve your hairstyle, a large set you will find here everything you need to take care of the beauty of your dog",4 people found this helpful,16-08-2022 04:33:14
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,FrancaMala,4.0 out of 5 stars,Very good product,Reviewed in the United Kingdom on 21 April 2021,Verified Purchase,"Machine is great. Quiet and the cordless option is so comfortable, the only but is that one of the pairs of scissors is not sharp...that's my only little moan, otherwise great and really recommend",4 people found this helpful,16-08-2022 04:33:18
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,barbara,5.0 out of 5 stars,Not used yet but looks very good,Reviewed in the United Kingdom on 17 March 2021,Verified Purchase,"I have three dogs, two who need grooming, it is expensive to have them groomed so thought I’d have a go myself.",4 people found this helpful,16-08-2022 04:33:18
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Svitlana Shashyna,5.0 out of 5 stars,Very Good!!!,Reviewed in the United Kingdom on 12 July 2022,Verified Purchase,"The first thing I really liked when I opened the box was that the machine came with the whole kit needed for a haircut - scissors, combs and even cut nails. Very convenient all at once. And when I took it in my hand, I was even more pleased - it is very light and you can cut it at different speeds and there is still a battery indicator (how much charge is left). Since I am a hairdresser and I work with different machines, I can say as a professional - the machine is very good, comfortable to hold in your hand, not very noisy and cuts well. I bought this machine for dog's haircut, but the first thing I did was cut my husband's hair 😁. And he was pleased and so am I. The dog cannot express his opinion, but he did not resist getting a haircut with this clipper. 😁 I think she was also pleased. The machine is super. 👍 I recommend!",,16-08-2022 04:33:18
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Anna Naimovic,5.0 out of 5 stars,Amazing product!,Reviewed in the United Kingdom on 11 June 2021,Verified Purchase,"This is a pet clipper, but it is also suitable for people, my friends and I use it because it includes the whole set for a haircut and you can make a haircut no worse than in a hairdressing salon !!!  The quality of the product is very good and also very well packaged. Not noisy  so your pets shouldn't be that scared.For such a price and with such quality it is definitely worth buying!  I am very happy with the product and the seller.  I advise! 🥰🥰🥰",3 people found this helpful,16-08-2022 04:33:18
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,emma taylor-topp,1.0 out of 5 stars,Wrong charger included,Reviewed in the United Kingdom on 22 May 2022,Verified Purchase,When I went to charge the item today I realized that the charger supplied did not fit the said appliance. Amazon's policy for returns is 30 days and I am not in the habit of clipping my dog every month. Therefore I did not know that the charger does not work. I would not buy from this company in the future.,One person found this helpful,16-08-2022 04:33:18
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Andrius,5.0 out of 5 stars,Easy to use,Reviewed in the United Kingdom on 6 April 2021,Verified Purchase,"Very pleased with the product, light weighteasy to use,would buy again. Dog loved it.",4 people found this helpful,16-08-2022 04:33:18
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,elizanne,5.0 out of 5 stars,Cordless and quiet,Reviewed in the United Kingdom on 23 February 2021,Verified Purchase,"Love this dog clipper set, my yorkie hates having her hair done but grooming with this was a breeze",4 people found this helpful,16-08-2022 04:33:18
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Marita,5.0 out of 5 stars,"Very nice clippers.You can use not just for pet,but for peoples is well.",Reviewed in the United Kingdom on 7 October 2021,Verified Purchase,"The clipper is very good. I myself am not a professional in clipping the clipper, but my boyfriend tried it. He has more than 10 years of experience at home. And he told me that the clipper cuts very, very well. We did not cut dogs, but .cut people. This machine works the same way as machines that are very expensive. Everyone is advised to buy this machine. .included 4 attachments, oil to lubricate the machine, two pairs of scissors, usb for charging and so on for grooming a dog. Buy and don’t think. Especially valuable is very acceptable.",2 people found this helpful,16-08-2022 04:33:18
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Mrs Crossmead,1.0 out of 5 stars,Catches and pulls the dog's hair!,Reviewed in the United Kingdom on 3 March 2022,Verified Purchase,"How has this product got to this point, when it doesn't cut properly but catches and therefore pulls on the dog's hair?? Also the scissor blades aren't flush together so don't work well. Why are you allowed to sell something so unfit that it hurts animals? Unbelievable.",One person found this helpful,16-08-2022 04:33:18
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,banksy,5.0 out of 5 stars,Great product,Reviewed in the United Kingdom on 6 February 2021,Verified Purchase,"Great product , very quiet , used to clip my dog for the first time &amp; it did exactly what I wanted",4 people found this helpful,16-08-2022 04:33:18
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,tracy king,5.0 out of 5 stars,Very good  battery life is very good.,Reviewed in the United Kingdom on 20 October 2020,Verified Purchase,I used it on my poodle.  It will  save on taking  him to the dog groomers.,6 people found this helpful,16-08-2022 04:33:21
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Shell,5.0 out of 5 stars,Grooming kit,Reviewed in the United Kingdom on 30 March 2021,Verified Purchase,Absolutely fab through lockdown. Excellent value for money.,4 people found this helpful,16-08-2022 04:33:21
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Egle Juodaitiene,5.0 out of 5 stars,Recomended,Reviewed in the United Kingdom on 6 October 2020,Verified Purchase,I am very happy I received this item. The set contains everything you may need to trim and cut your pets nails. I used the nail clippers on our cat. They are very sharp and cut though nails with no effort.,6 people found this helpful,16-08-2022 04:33:21
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Conocth,5.0 out of 5 stars,Very good,Reviewed in the United Kingdom on 9 July 2022,Verified Purchase,"Yeah, it's quiet, especially for the price. I used several wired cutters with many dogs and noise is only a problem with some dogs. But you never know until you try it. I have a nervous pup and this cutter was grand and did not startle the animal.  No cord is very helpful too. The build is a bit cheap to touch but again for the price, it's grand. Battery life is great.",,16-08-2022 04:33:21
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Amazon Customer,4.0 out of 5 stars,FIRST Set of clippers,Reviewed in the United Kingdom on 27 March 2022,Verified Purchase,"For the price I think its good. There are a few flaws.I had to pull the hair from the end of the clippers often, as they would get stuck.The scissors worked but there's definitely a technique otherwise they wouldn't cut, but once used to it they were easy enough.The battery charge was good, once I charged it to 100% myself.They're cheap, so can't expect them to be the best, but worth the money for first time clippers. It usually cost me £30 to cut the dogs hair, so I've instantly saved £5 as the clippers cost me £25. I also really enjoyed doing it, very therapeutic.Also I've judged this on my first go cutting dogs hair, with a very fluffy thick coat cocker.",,16-08-2022 04:33:21
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Laurynas Narkevicius,5.0 out of 5 stars,Perfect clipper,Reviewed in the United Kingdom on 30 November 2020,Verified Purchase,It's not just to cut your dog. It's perfect to use it for your own hair cut. Especially due to lockdown when you can not go to barber shop ;),6 people found this helpful,16-08-2022 04:33:21
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Shelley smith,2.0 out of 5 stars,Item Doesn’t work at all.,Reviewed in the United Kingdom on 4 May 2022,Verified Purchase,"Unfortunately on receipt of item it does not work.It comes with a usb charging lead, but no plug.Plug requested.When plugged in no lights show and it doesn’t charge.The other items in the box are still useable and good quality , l am keeping the item just to use them.I’ve ordered a new clipper from another company.",,16-08-2022 04:33:21
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,teresa blount,5.0 out of 5 stars,Does what it says,Reviewed in the United Kingdom on 9 October 2020,Verified Purchase,"Easy to use,lightweight and very quiet.Very happy with my purchase.",5 people found this helpful,16-08-2022 04:33:21
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,charlotte,5.0 out of 5 stars,Done the job,Reviewed in the United Kingdom on 17 February 2022,Verified Purchase,"Brought these to take off large areas of my cats matted fur, she's not the most tolerate of cats so did it bit by bit not to stress her out. She was aware of the noise which unsettled her initially. They did cut well and were totally safe against her skin. The scissors were handy too and metal comb so I could safe guard her skin when cutting. Didn't use grade attachments as I had to shave really low to remove knots but in all the kit has been really good. Saved me paying the vet £200 to do the same job!",,16-08-2022 04:33:21
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Liz,4.0 out of 5 stars,Easy to use,Reviewed in the United Kingdom on 24 November 2020,Verified Purchase,Easy to use,6 people found this helpful,16-08-2022 04:33:21
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Marina Smith,2.0 out of 5 stars,So disappointed,Reviewed in the United Kingdom on 2 March 2022,Verified Purchase,"I've bought this a while ago, bit only had a chance to use it on my dogs recently. So very disappointed with my purchase :-( It looks nice and holds it's battery level well, but not good at clipping at all. I've got 2 cocker spaniels with medium coats. I've tried using different attachments. It does cut hair, but it is not easy to use it. Very slow and not powerful enough. My clippers from Lidl for £9.99 were much quicker. I think it will be ok for dogs with a short hair or cats.",,16-08-2022 04:33:24
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,asta,5.0 out of 5 stars,asta k.,Reviewed in the United Kingdom on 10 September 2020,Verified Purchase,I finally found what I needed!!😊 I cut the dog myself. I highly recommend this set. i will save a lot of money now. fast delivery and good quality set!👌,6 people found this helpful,16-08-2022 04:33:24
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,MARINA,5.0 out of 5 stars,Very quiet,Reviewed in the United Kingdom on 5 November 2020,Verified Purchase,"The clipper is very quiet. All attachments are suitable for my dog. The scissors are awesome, cut very easily. The charge lasts long enough. After the cut, there is still 50% charge. The file and nail scissors are very good with this set.",6 people found this helpful,16-08-2022 04:33:24
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,J HANSON,1.0 out of 5 stars,Doesn't charge properly...,Reviewed in the United Kingdom on 30 March 2021,Verified Purchase,Not impressed with the recharging. We are using the adapter that comes with the set and it has been on charge for 24hrs and its still only 25%. Not good when you have three bichons to groom! Expected way better!!,3 people found this helpful,16-08-2022 04:33:24
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Mummy More,1.0 out of 5 stars,"Absolute rubbish, DO NOT BUY",Reviewed in the United Kingdom on 19 May 2021,Verified Purchase,"Absolute rubbish, not charging properly and we’ve used them three times. I would return as surely I should be able to as not fit for purpose but that’s the very big downside of Amazon, I can’t seem to.",2 people found this helpful,16-08-2022 04:33:24
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,BooBoo,5.0 out of 5 stars,Perfect pet clippers,Reviewed in the United Kingdom on 16 December 2021,Verified Purchase,"These clippers are just great. I've had them for over a year and they cut my fluffy dog's hair easily, with hardly any noise and they are comfortable to hold and manoeuvre. They were very reasonably priced too, considering the price of other clippers and they come with lots of accessories. I lost the charging cable and the seller kindly sent me a new one free of charge.",,16-08-2022 04:33:24
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Aivaras Baskis,5.0 out of 5 stars,Dog clippers,Reviewed in the United Kingdom on 2 November 2020,Verified Purchase,"these clippers are easy to uses. the clippers comes with scissors, thinnning scissors nail cutters and comb what more do you need. these are asy to uses. these are also low noise ones which helps as my wee dog is a bit scared of the clippers.",6 people found this helpful,16-08-2022 04:33:24
PetLab Dog Clippers Professional Dog Grooming for Small Medium Large Breeds Low Noise Rechargeable Cordless Dog Grooming Clippers Electric Pet Clippers for Dogs Cats Pets Hair Trimmer,PetLab,"2,777 global ratings",4.3 out of 5,Irena ,5.0 out of 5 stars,Good quality product!!,Reviewed in the United Kingdom on 12 July 2020,Verified Purchase,"High quality product, works really well. Has a nice steel comb and scissors, they feel really durable, very happy with this set!",7 people found this helpful,16-08-2022 04:33:24
