Name,Address,Phone,Email,Website,Url
Art Media Agency,,+33 (0) 1 75 43 67 20,21 info@afmarkets.net,http://www.artmediaagency.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Art Monthly,,+44 (0)20 72 40 03 89,info@artmonthly.co.uk,http://www.artmonthly.co.uk,https://www.modemonline.com/art/art-connections/editors-and-media
Art on Air,,+1 (212) 233 1096,info@artonair.org,http://www.artonair.org,https://www.modemonline.com/art/art-connections/editors-and-media
Art Papers,,+1 (404) 588 1837,info@artpapers.org,http://www.artpapers.org/,https://www.modemonline.com/art/art-connections/editors-and-media
Art press,,+ 33 (0)1 53 68 65 65,m.baaziz@artpress.fr,http://www.art-press.fr/,https://www.modemonline.com/art/art-connections/editors-and-media
Art World,,+44 (0)2 07 04 34 37,,http://www.artworldmagazine.com.au/,https://www.modemonline.com/art/art-connections/editors-and-media
Art World Magazine,,+86 021 64073787 605,artworldoffice@gmail.com,http://www.yishushijie.com,https://www.modemonline.com/art/art-connections/editors-and-media
Art*Texts*Pics,,+39 338 86 10 636,atpdiary@gmail.com,http://atpdiary.com,https://www.modemonline.com/art/art-connections/editors-and-media
art.es,,+(34) 659 84 53 00,admin@art-es.es,http://www.art-es.es/,https://www.modemonline.com/art/art-connections/editors-and-media
Art21,,+1 212 741 7133,,http://magazine.art21.org,https://www.modemonline.com/art/art-connections/editors-and-media
ArtAsiaPacific,,+852 2553 5586,info@aapmag.com,http://www.artasiapacific.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Artchronika,,+7 (495) 651 0537,msinelnikova@artchronika.ru,http://artchronika.ru/,https://www.modemonline.com/art/art-connections/editors-and-media
Arte Al Día International,,+1 (305) 373 8110,contact@artealdia.com,http://www.artealdia.com/International/,https://www.modemonline.com/art/art-connections/editors-and-media
Arte Deutschland TV GmbH,,+49 (0)7 22 19 36 90,presse@arte.tv,http://www.arte.tv/,https://www.modemonline.com/art/art-connections/editors-and-media
Arte e Critica,,+39 06 45 55 48 80,redazione@arteecritica.it,http://www.arteecritica.it/,https://www.modemonline.com/art/art-connections/editors-and-media
"Arte. Grand'Art, Tracks, L'art et la manière",,+33 (0)1 55 00 77 77,presse@arte.tv,http://www.arte.tv/,https://www.modemonline.com/art/art-connections/editors-and-media
Artenews,,+32 (0)2 33 32 010,redaction@artenews.net,http://www.artenews.net/,https://www.modemonline.com/art/art-connections/editors-and-media
ArtFacts.Net,,+44 (0)2 08 18 08 566,info@artfacts.net,http://www.artfacts.net/,https://www.modemonline.com/art/art-connections/editors-and-media
Artforum,,+1 (212) 475 4000,advertising@artforum.com,http://artforum.com,https://www.modemonline.com/art/art-connections/editors-and-media
artnet.com,,,,http://www.artnet.com,https://www.modemonline.com/art/art-connections/editors-and-media
ARTnews,,+ 1 (212) 398 1690,info@artnews.com,http://www.artnews.com,https://www.modemonline.com/art/art-connections/editors-and-media
ArtNexus,,+1 (305) 891 7270,customerservice@artnexus.com,http://www.artnexus.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Artomity,,,,https://artomity.wordpress.com,https://www.modemonline.com/art/art-connections/editors-and-media
Artoronto.ca,,,,https://www.artoronto.ca,https://www.modemonline.com/art/art-connections/editors-and-media
artports.com,,+49 (0)7 21 75 08 645,info@artports.com,http://www.artports.com,https://www.modemonline.com/art/art-connections/editors-and-media
ArtReview,,+44 (0)2 07 10 72 760,,http://artreview.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Artribune,,,redazione@artribune.com,http://www.artribune.com,https://www.modemonline.com/art/art-connections/editors-and-media
ArtSlant,,+1 (505) 873 4170,artslant_info@artslant.com,http://www.artslant.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Atelier - Editions FANAL,,+41 61 27 21 354,fanal@vtxmail.ch,http://www.fanal.ch/,https://www.modemonline.com/art/art-connections/editors-and-media
BBC. Front Row. Arts and Ideas,,+44 (0)2 07 24 03 456,,,https://www.modemonline.com/art/art-connections/editors-and-media
Beaux Arts de Paris - les éditions,,+33 (0)1 47 03 50 55,info@ensba.fr,http://www.ensba.fr/,https://www.modemonline.com/art/art-connections/editors-and-media
Beaux Arts Magazine,,+33 (0)1 41 41 55 60,courrier@beauxartsmagazine.com,http://www.beauxartsmagazine.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Bidoun magazine,,,info@bidoun.org,http://www.bidoun.org/,https://www.modemonline.com/art/art-connections/editors-and-media
Blouin Artinfo,,+1 (212) 447 9555,newseditors@artinfo.com,http://fr.blouinartinfo.com,https://www.modemonline.com/art/art-connections/editors-and-media
Blow,,+353 (0)1 430 4905,info@blowphoto.com,http://blowphoto.com,https://www.modemonline.com/art/art-connections/editors-and-media
BOMB Magazine,,+1 718 636 9100,betsy@bombsite.com,http://bombmagazine.org,https://www.modemonline.com/art/art-connections/editors-and-media
Book Works,,+44 (0) 20 7247 2203,gavin@bookworks.org.uk,http://www.bookworks.org.uk,https://www.modemonline.com/art/art-connections/editors-and-media
Bookforum,,+1 212 475 4000,info@bookforum.com,http://www.bookforum.com,https://www.modemonline.com/art/art-connections/editors-and-media
Bookstorming,,+33 (0)1 40 40 41 03,info@bookstorming.com,http://www.bookstorming.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Border Crossings,,+ 1 (204) 942 5778,info@bordercrossingsmag.com,http://bordercrossingsmag.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Brooke Alexander Editions,,+1 (212) 925 4338,info@baeditions.com,http://www.baeditions.com/,https://www.modemonline.com/art/art-connections/editors-and-media
C Magazine,,+1 416 539 9495,info@cmagazine.com,http://cmagazine.com,https://www.modemonline.com/art/art-connections/editors-and-media
Cabinet,,+1 718 222 8434­,,http://cabinetmagazine.org,https://www.modemonline.com/art/art-connections/editors-and-media
Caméra,,,contact@tambourmajor.com,http://www.camera-publications.com/,https://www.modemonline.com/art/art-connections/editors-and-media
...XYZ Design,72 Waterkant Street - 8001 Cape Town - South Africa,+27 0 21 421 72 36,info@dddxyz.com,http://www.dddxyz.com/,https://www.modemonline.com/design/design-connections/designers
Capricious,,+1 646 756 4547,submit@capriciousmagazine.com,http://www.becapricious.com,https://www.modemonline.com/art/art-connections/editors-and-media
Centre d'édition contemporaine,,+41 22 310 51 70,edition@c-e-c.ch,http://www.c-e-c.ch/,https://www.modemonline.com/art/art-connections/editors-and-media
Cercle d'art,,+ 33 (0)1 48 87 92 12,info@cercledart.com,http://www.cercledart.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Contemporary,,+44 (0)2 07 01 96 205,,http://www.contemporary-magazines.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Contemporary And (C&),,+49 (0) 30 20188432,jgrosse@contemporaryand.com,http://www.contemporaryand.com,https://www.modemonline.com/art/art-connections/editors-and-media
Contemporary Lynx,,,contemporarylynx@gmail.com,http://contemporarylynx.co.uk,https://www.modemonline.com/art/art-connections/editors-and-media
Corraini,,+39 02 3651 2333,sito@corraini.com,http://www.corraini.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Crown Point Press,,+1 (415) 974 6273,info@crownpoint.com,http://www.crownpoint.com/,https://www.modemonline.com/art/art-connections/editors-and-media
cura.magazine,,,info@curamagazine.com,http://www.curamagazine.com,https://www.modemonline.com/art/art-connections/editors-and-media
D'Ars Magazine,,+39 02 86 02 90,info@darsmagazine.it,http://www.darsmagazine.it/,https://www.modemonline.com/art/art-connections/editors-and-media
DailyArtFair,,,contact@dailyartfair.com,https://dailyartfair.com,https://www.modemonline.com/art/art-connections/editors-and-media
Danilo Montanari Editore,,+39 0544 20 09 61,info.danilomontanari@gmail.com,http://www.danilomontanari.com,https://www.modemonline.com/art/art-connections/editors-and-media
DARDO ·,,+34 881 976 986,davidbarro@dardonews.com,http://dardonews.com/,https://www.modemonline.com/art/art-connections/editors-and-media
.PSLAB,P.O.BOX 175636 - Beirut - Lebanon,+961 1 44 25 46,mailbox@pslab.net,http://www.pslab.net,https://www.modemonline.com/design/design-connections/designers
4P1B Design Studio,"Via Martiri Oscuri, 25 - 20128 Milan - Italy",+39 02 928 718 94,info@4p1b.com,http://www.4p1b.com,https://www.modemonline.com/design/design-connections/designers
5.5 Designers,"80, rue du Faubourg Saint-Denis - 75010 Paris - France",+33 (0)1 48 00 83 50,info@cinqcinqdesigners.com,http://www.cinqcinqdesigners.com,https://www.modemonline.com/design/design-connections/designers
A&E Design,Rehnsgatan 11 - S-113 57 Stockholm - Sweden,+46 8 673 01 59,info@aedesign.se,http://www.aedesign.se,https://www.modemonline.com/design/design-connections/designers
A+A Cooren,"36, rue Etienne Dolet - 75020 Paris - France",+33 (0)1 43 49 50 24,info@aplusacooren.com,http://www.aplusacooren.com,https://www.modemonline.com/design/design-connections/designers
A2029,Prinzessinnenstr. 16 - 10969  Berlin - Germany,++49 30 69004144,mail@A2029.com,http://www.a2029.com,https://www.modemonline.com/design/design-connections/designers
ABD Architects,"Prospect Mira, 26, bld 1, 3 floor - 129090 Moscow - Russia",+7 495 937 7686,,http://www.abdcom.ru,https://www.modemonline.com/design/design-connections/designers
Abdi Abdelkader,"44, avenue de Paris - 92320 Châtillon - France",+33 (0)1 46 57 19 75,abdisign@aol.com,,https://www.modemonline.com/design/design-connections/designers
Accoceberry Samuel,"42, rue de Torcy - 75018 Paris - France",+33 (0)6 67 38 24 03,akozign@hotmail.com,http://www.samuelaccoceberry.com,https://www.modemonline.com/design/design-connections/designers
Acerbis Marco,"Via Previtali, 7 - 24122 Bergamo - Italy",+39 035 402213,info@marcoacerbis.com,http://www.marcoacerbis.com,https://www.modemonline.com/design/design-connections/designers
Achille,"5, cité Riverin - 75010 Paris - France",+33 (0)1 42 61 02 71,people@achille.fr,http://www.achille.fr/,https://www.modemonline.com/design/design-connections/designers
Acid (Abillama Chaya Industrial Design),"Dbaye Str 66, P.O. Box 70533 - 2501-0923 Metn - Lebanon",+961 (0)4 54 18 80,info@acidprojects.com,http://www.acid-works.com,https://www.modemonline.com/design/design-connections/designers
Adamson Molina Design,"1736 Stockton street, building 4 - CA 94133 San Francisco - United States",+1 415 567 1010,info@adamson-molina.com,http://www.adamson-molina.com,https://www.modemonline.com/design/design-connections/designers
Add a Dog - Kuntzel+Deygas,"96, rue du Poteau - 75018 Paris - France",+33 (0)1 42 55 43 94,contact@addadog.com,http://www.addadog.com,https://www.modemonline.com/design/design-connections/designers
"aer, atelier de création (Fred Lambert et Michelle Gubser)","196, bd de Charonne - 75020 Paris - France",+33 (0)1 43 72 07 07,aer@univaer.com,http://www.univaer.com,https://www.modemonline.com/design/design-connections/designers
Deutsche Welle. Euromaxx,,+ 49 (0)2 28 42 90,info@dw-world.de,http://www.dw-world.de/,https://www.modemonline.com/art/art-connections/editors-and-media
Deutschlandradio Kultur,,+49 (0)3 08 50 30,hoererservice@dradio.de,http://www.dradio.de/kontakt/,https://www.modemonline.com/art/art-connections/editors-and-media
Die Gestalten Verlag GmbH & Co. KG,,+49 (0)30 726 13 2000,verlag@gestalten.com,http://www.gestalten.com/,https://www.modemonline.com/art/art-connections/editors-and-media
DROME magazine,,+39 06 87 76 51 04,drome@dromemagazine.com,http://www.dromemagazine.com/,https://www.modemonline.com/art/art-connections/editors-and-media
e-flux,,,,http://www.e-flux.com,https://www.modemonline.com/art/art-connections/editors-and-media
Edition fink,,+41 44 280 55 62,verlag@editionfink.ch,http://www.editionfink.ch/,https://www.modemonline.com/art/art-connections/editors-and-media
Éditions Dilecta,,+33 (0)1 43 40 28 10,contact@editions-dilecta.com,http://www.editions-dilecta.com,https://www.modemonline.com/art/art-connections/editors-and-media
Editions du Centre Pompidou,,+33 (0)1 44 78 12 33,jean-christophe.claude@centrepompidou.fr,http://www.centrepompidou.fr/,https://www.modemonline.com/art/art-connections/editors-and-media
Editions du Regard,,+33 (0)1 53 21 86 80,,http://www.editions-du-regard.com,https://www.modemonline.com/art/art-connections/editors-and-media
EIKON - International Magazine for Photography and Media Art,,+43 1 597 70 88,office@eikon.at,http://www.eikon.at/content/en/startseite.php,https://www.modemonline.com/art/art-connections/editors-and-media
Electa,,+39 02 21 56 31,,http://www.electaweb.it/,https://www.modemonline.com/art/art-connections/editors-and-media
Elephant,,+31 (0)2 04 23 37 17,elephant@frameweb.com,http://www.frameweb.com/,https://www.modemonline.com/art/art-connections/editors-and-media
esse arts + opinions,,+1 (514) 521 8597,revue@esse.ca,http://www.esse.ca/,https://www.modemonline.com/art/art-connections/editors-and-media
Exibart,,,redazione@exibart.com,http://www.exibart.com/home_new01.asp?IDCategoria=1,https://www.modemonline.com/art/art-connections/editors-and-media
Eyeline,,+61 (0)7 31 38 55 21,info@eyelinepublishing.com,http://www.eyelinepublishing.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Agence Starck,"18/20, rue du Faubourg du Temple - 75011 Paris - France",+33 (0)1 48 07 54 54,projects@starcknetwork.com,http://www.starck.com,https://www.modemonline.com/design/design-connections/designers
Ahlburg Carina,Erik Dahlbergsgatan 23 - 115 32 Stockholm - Sweden,+46 (0)8 65 44 742,info@carinaahlburg.com,http://www.carinaahlburg.com,https://www.modemonline.com/design/design-connections/designers
Akan Erdem,akin plaza kat 3  sisli  - 34382 Istanbul - Turkey,+90 533 650 8299,eakan@maybedesign.at,http://www.erdemakan.com,https://www.modemonline.com/design/design-connections/designers
All About Paula,"via Romanello da Forli, 25 - 00176 Rome - Italy",+39 06 27 20 57,real@allaboutpaula.com,http://www.allaboutpaula.com,https://www.modemonline.com/design/design-connections/designers
Allaman Pascal (Pascal Allaman Architecture d'Intérieur),"12, rue Villehardouin - 75003 Paris - France",+33 (0)1 48 24 06 57,pascalallaman@free.fr,http://www.pascalallaman.com/,https://www.modemonline.com/design/design-connections/designers
Alonso Tomás  (OKAY Studio),35 Bentley Road  - N1 4BY London - United Kingdom,+44 (0)7910344928,tomas@tomas-alonso.com,http://www.tomas-alonso.com,https://www.modemonline.com/design/design-connections/designers
Alph' (Philippe Allaeys ),Rooigemlaan 631  - 9000  Gent - Belgium,+32 (0)9 23 30 55 4,info@alph.be,http://www.alph.be/,https://www.modemonline.com/design/design-connections/designers
Amado Octavio,"1, rue du Forez - 75003 Paris - France",+33 (0)1 42 74 04 70,contact@octavioamado.com,http://www.octavioamado.com,https://www.modemonline.com/design/design-connections/designers
Andersson Katarina,Kvarngatan 3B - 11847 Stockholm - Sweden,+46 (0)8 64 21 50 5,mail@katarinaandersson.com,http://www.katarinaandersson.com,https://www.modemonline.com/design/design-connections/designers
Andersson Peter  (Peter Andersson Design Studio),"Heleneborgsg, 38 - 117 32 Stockholm - Sweden",+46 (0)8 641 9120,info@peterandersson.com,http://www.peterandersson.com,https://www.modemonline.com/design/design-connections/designers
Angie Anakis,"114, rue Amelot - 75011 Paris - France",+33(0) 1 48 07 18 58,info@angie-anakis.com,http://www.angie-anakis.com,https://www.modemonline.com/design/design-connections/designers
Ann Wåhlström,Stockholm - Sweden,,ann@annwahlstrom.com,http://www.annwahlstrom.com/,https://www.modemonline.com/design/design-connections/designers
Anna Kraitz,Skånegatan 70 - 116 37 Stockholm - Sweden,+46-(0)709 22 79 59,anna@kraitz.se,http://www.kraitz.se/,https://www.modemonline.com/design/design-connections/designers
Flammarion,,+33 (0)1 40 51 31 00,bmocquard@flammarion.fr,http://editions.flammarion.com,https://www.modemonline.com/art/art-connections/editors-and-media
Flash Art,,+39 02 66 86 150,giancarlo.politi@tin.it,http://www.flashartonline.com,https://www.modemonline.com/art/art-connections/editors-and-media
Flaunt Magazine,,,,http://flaunt.com,https://www.modemonline.com/art/art-connections/editors-and-media
Foam international photography magazine,,+31 (0)2 05 51 65 00,contact@foammagazine.nl,http://www.foammagazine.nl/,https://www.modemonline.com/art/art-connections/editors-and-media
Fortino Editions,,+1 347 534 3015,,http://www.fortinoeditions.com,https://www.modemonline.com/art/art-connections/editors-and-media
France Culture. Culture Vive,,+33 (0)1 42 20 12 34,secretariat.general@radiofrance.com,http://sites.radiofrance.fr,https://www.modemonline.com/art/art-connections/editors-and-media
Frieze magazine,,+44 (0)203 372 6111,info@frieze.com,http://www.frieze.com/magazine/,https://www.modemonline.com/art/art-connections/editors-and-media
Frog Magazine,,,,http://www.frogmagazine.net/,https://www.modemonline.com/art/art-connections/editors-and-media
Fruit of the Forest,,+1 347 534 3015,,http://www.fruitoftheforest.com,https://www.modemonline.com/art/art-connections/editors-and-media
GalleristNY,,+1 (212) 407 9328,Jbodager@observer.com,http://galleristny.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Gallimard,,+33 (0)1 49 54 42 00,pub@gallimard.fr,http://www.gallimard.fr,https://www.modemonline.com/art/art-connections/editors-and-media
Antoine+Manuel,"8, rue Charlot - 75003 Paris - France",+33 (0)1 44 61 99 00,c@antoineetmanuel.com,http://www.antoineetmanuel.com,https://www.modemonline.com/design/design-connections/designers
Arad Ron,"62, Chalk Farm Road - NW1 8AN London - United Kingdom",+44 (0)20 72 84 49 63,info@ronarad.com,http://www.ronarad.com,https://www.modemonline.com/design/design-connections/designers
Arash and Kelly,"Unit 21, Sulivan Enterprise Centre, Sulivan Road - SW6 3DJ London - United Kingdom",+44 (0)20 77 36 64 15,studio@arashandkelly.co.uk,http://www.arashandkelly.co.uk,https://www.modemonline.com/design/design-connections/designers
Arch 4 Studio,"Bol. Ordynskiy pereulok, 4, gorod - 115184 Moscow - Russia",+7 495 797 5631,office@arch4.ru,http://www.arch4.ru,https://www.modemonline.com/design/design-connections/designers
Arosio Pietro,"via G. Giardino, 2/A - 20053 Muggio' (MI) - Italy",+39 039 79 32 37,studio@pietroarosio.it,http://www.pietroarosio.it,https://www.modemonline.com/design/design-connections/designers
Art & Build,"Chaussée de Waterloo, 225 - 1060 Brussels - Belgium",+32 (0)2 53 87 27 1,pla@artbuild.be,http://www.artbuild.be,https://www.modemonline.com/design/design-connections/designers
Ascète - Pierre Gonalons,2 Galerie Vivienne (only appointment) - 75002 Paris - France,+33 (0)1 43 46 70 39,contact@ascete.com,http://www.ascete.com,https://www.modemonline.com/design/design-connections/designers
Asif Khan,1-5 Vyner Street - E2 9DG London - United Kingdom,+44(0)7986935128,studio@asif-khan.com,http://www.asif-khan.com,https://www.modemonline.com/design/design-connections/designers
Astori Deponti Associati,"via Rossini, 3 - 20122 Milan - Italy",+39 02 79 50 05,studio@antoniaastori.it,http://www.antoniaastori.it,https://www.modemonline.com/design/design-connections/designers
Astuguevieille Christian,"42, galerie Vivienne - 75001 Paris - France",+33 (0)1 44 69 91 40,studio@astuguevieille.com,,https://www.modemonline.com/design/design-connections/designers
Atelier Fürst Bartosch,"Tummelplatz, 3 - 4020 Linz - Austria",+43 (0)732 77 28 39 0,fuerst@fb3d.com,http://www.fb3d.com,https://www.modemonline.com/design/design-connections/designers
Atelier Oï,"31, route de Bienne - CH-2520 La Neuveville - Switzerland",+41 (0)32 751 56 66,contact@atelier-oi.ch,http://www.atelier-oi.ch,https://www.modemonline.com/design/design-connections/designers
Atelier Terra,"Komsomolsky prospect, 46, apt 3 - Moscow - Russia",+7 495 247 4149,reception@terraarch.ru,http://www.terraarch.ru,https://www.modemonline.com/design/design-connections/designers
Atrium Atelier,"Ulitsa Guilyarovskogo , 7,  13 floor  - Moscow - Russia",+7 495 207 0774,,http://www.atrium.ru,https://www.modemonline.com/design/design-connections/designers
Aulenti Gae,"piazza San Marco, 4 - 20121 Milan - Italy",+39 02 86 92 76 2,aulenti@tin.it,,https://www.modemonline.com/design/design-connections/designers
Hatje Cantz,,+49 (0)7 11 44 05 200,contact@hatjecantz.de,http://www.hatjecantz.de,https://www.modemonline.com/art/art-connections/editors-and-media
Haunch of Venision,,+1 (212) 259 0000,newyork@haunchofvenision.com,http://www.haunchofvenison.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Helga Maria Klosterfelde Edition,,+49 (0)4 08 66 34 55,office@helgamariaklosterfelde.de,http://www.helgamariaklosterfelde.de,https://www.modemonline.com/art/art-connections/editors-and-media
Hirmer Verlag,,+49 (0)8 91 21 51 60,info@hirmerverlag.de,http://www.hirmerverlag.de,https://www.modemonline.com/art/art-connections/editors-and-media
Inferno,,+33 (0)6 22 01 06 79,redaction@inferno-magazine.com,https://inferno-magazine.com,https://www.modemonline.com/art/art-connections/editors-and-media
ITV. The South Bank Show,,+44 (0) 207 156 6000,itvpresscentre@itv.com,http://www.itv.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Journal des Arts,,+33 (0)3 20 12 11 09,pregnier@artclair.com,http://www.artclair.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Journal for Artistic Research,,,jar@jar-online.net,http://www.jar-online.net/,https://www.modemonline.com/art/art-connections/editors-and-media
JRP|Ringier,,+41 (0)43 311 27 50,info@jrp-ringier.com,http://www.jrp-ringier.com/pages/index.php,https://www.modemonline.com/art/art-connections/editors-and-media
Juxtapoz Art & Culture Magazine,,+1 888 520 9099,,http://www.juxtapoz.com,https://www.modemonline.com/art/art-connections/editors-and-media
Kaleidoscope,,+39 02 365 355 63,contact@kaleidoscope-press.com,http://kaleidoscope-press.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Avant Première,"24-26, rue Jacquard - 69004 Lyon - France",+33 (0)4 78 30 91 19,contact@avantpremiere.fr,http://www.avantpremiere.fr,https://www.modemonline.com/design/design-connections/designers
Axel Bjurström,Årstaskogränd 12A - SE1117 43 Stockholm - Sweden,+46 8 645 77 90 / +46 70 511 19 08,info@bjurstrom.com,http://www.bjurstrom.com/,https://www.modemonline.com/design/design-connections/designers
Aykut Erol,Hüsrev Gered 106/2 Tesvikiye  - Istanbul - Turkey,+90 212 327 74 81,aykuterol@aykuterol.com,,https://www.modemonline.com/design/design-connections/designers
Azambourg François,"3, rue Fouquet - 92110 Clichy - France",+33 (0)6 61 13 17 07,azambourg@free.fr,http://www.azambourg.fr,https://www.modemonline.com/design/design-connections/designers
Baas Maarten,Rosmalensedijk 3 - 5236 BD  ‘s-Hertogenbosch - The Netherlands,+31 (0)6 2450 2082,info@maartenbaas.com,http://www.maartenbaas.com,https://www.modemonline.com/design/design-connections/designers
Babled Emmanuel (Emmanuel Babled studio),"via P. Cézanne, 5 - 20143 Milan - Italy",+39 02 40 04 76 37,info@babled.net,http://www.babled.net,https://www.modemonline.com/design/design-connections/designers
Bakker Aldo,Nieuwe Uilenburgerstraat 62 - 1011 LV  Amsterdam - The Netherlands,+31 06 22557199,mail@aldobakker.com,http://www.aldobakker.com,https://www.modemonline.com/design/design-connections/designers
Bakova Ali  (Ali Bakova Design),1.Türkbostan Sk. Nurdan Apt. 9/2 -  Yeniköy-Sariyer ?st Istanbul - Turkey,+90 212 223 94 77,alibakova@gmail.com,http://www.alibakovadesign.com/,https://www.modemonline.com/design/design-connections/designers
Baldele Georg,"Unit 15, 109 Bartholomew Road - NW5 2BJ London - United Kingdom",+44 (0)20 74 82 20 32,,http://www.georgbaldele.com,https://www.modemonline.com/design/design-connections/designers
Baldereschi Alessandra,"Via Torino, 18, Sesto San Giovanni - Milan - Italy",+ 39 02 454 896 62,info@alessandrabaldereschi.com,http://www.alessandrabaldereschi.com,https://www.modemonline.com/design/design-connections/designers
Barclay & Crousse Architecture,"7, Passage Saint Bernard - 75011 Paris - France",+33 (0)1 49 23 51 36,atelier@barclaycrousse.com,,https://www.modemonline.com/design/design-connections/designers
Barolo Margot,Bjurholmsgatan 11A - 11638 Stockholm - Sweden,+46 (0)8 31 04 68,margot@barolo.nu,http://www.barolo.nu,https://www.modemonline.com/design/design-connections/designers
Baron Sam,"3, rue Salvadore Allende - 92240 Malakoff - France",+33 (0)6 63 22 17 61 / + 33 6 63 22 17 61,samuelbaron@gmail.com,http://www.sambaron.fr,https://www.modemonline.com/design/design-connections/designers
Bartoli Design,"via Grigna, 2 - 20090 Monza (MI) - Italy",+39 039 38 72 25,info@bartolidesign.it,http://www.bartolidesign.it,https://www.modemonline.com/design/design-connections/designers
Kehrer Verlag,,+49 (0) 62 21 / 649 200,contact@kehrerverlag.com,http://www.artbooksheidelberg.com,https://www.modemonline.com/art/art-connections/editors-and-media
Kunst Bulletin,,+41 (0)44 298 30 30,info@kunstbulletin.ch,http://www.kunstbulletin.ch,https://www.modemonline.com/art/art-connections/editors-and-media
Kunstforum,,,anzeigen@kunstforum.de,http://www.kunstforum.de,https://www.modemonline.com/art/art-connections/editors-and-media
La lettre volée,,+32 (0)2 51 20 288,lettre.volée@skynet.be,http://www.lettrevolee.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Leap,,+86 10 65615550 ext. 267,anna@leapleapleap.com,http://leapleapleap.com,https://www.modemonline.com/art/art-connections/editors-and-media
Les presses du réel,,+33 (0)3 80 30 75 23,patricia@lespressesdureel.com,http://www.lespressesdureel.com,https://www.modemonline.com/art/art-connections/editors-and-media
Lienart,,+33 (0)1 48 97 12 37,ml@lienarteditions.com,http://editionslienart.blogspot.fr/2009/04/lienart-editions.html,https://www.modemonline.com/art/art-connections/editors-and-media
Living Architecture,,+ 45 3313 7613,vibe@livingarch.com,http://www.livingarch.com,https://www.modemonline.com/art/art-connections/editors-and-media
Look Lateral,,,,http://www.looklateral.com,https://www.modemonline.com/art/art-connections/editors-and-media
Ludion,,+32 3 297 49 01,micha.pycke@ludion.be,http://www.ludion.be/en/home,https://www.modemonline.com/art/art-connections/editors-and-media
L’Insensé,,+ 33 (0)1 42 74 02 30,hello@linsense.fr,http://linsense.fr,https://www.modemonline.com/art/art-connections/editors-and-media
MAG Miami Art Guide,,+1 (305) 573 9530,contact@miamiartguide.com,http://www.miamiartguide.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Magasinet Kunst,,+45 3247 3230,info@magasinetkunst.dk,http://www.magasinetkunst.dk,https://www.modemonline.com/art/art-connections/editors-and-media
Michael Woolworth,,+33 (0)1 40 21 03 41,wool_pub@club-internet.fr,http://www.michaelwoolworth.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Monopol,,+49 (0)3 04 40 13 440,info@monopol-magazin.de,http://www.monopol-magazin.com/,https://www.modemonline.com/art/art-connections/editors-and-media
Mousse Magazine,,+39 02 8356631,info@moussemagazine.it,http://moussemagazine.it/,https://www.modemonline.com/art/art-connections/editors-and-media
Bauchet François,"108, avenue Parmentier - 75011 Paris - France",+33 (0)1 48 05 45 37,fb@bauchet.com,http://www.francoisbauchet.com,https://www.modemonline.com/design/design-connections/designers
Bauer Pascal,"188 bis, rue de Crimée - 75019 Paris - France",+33 (0)1 40 38 18 71,pascal.bauer@free.fr,http://pascal.bauer.free.fr,https://www.modemonline.com/design/design-connections/designers
Baur Ruedi  (Ruedi Baur & associés),"5, rue Jules Vallès - 75011 Paris - France",+33 (0)1 55 25 81 10,atelier@irb-paris.eu,http://www.integral.ruedi-baur.com,https://www.modemonline.com/design/design-connections/designers
Bautier Marina,14 rue Raphaël - 1070  Brussels - Belgium,+31 (0)2 520 03 19,info@marinabautier.com,http://www.marinabautier.com,https://www.modemonline.com/design/design-connections/designers
Beat Schwengeler,Kirchgasse 36 - 8001 Zürich - Switzerland,+41 (0)1 26 24 49 2,info@tanadesign.com,http://www.tana-design.com,https://www.modemonline.com/design/design-connections/designers
Becheau-Bourgeois,"2 bis, rue de la Paix - 24700 St Geraud de Corps - France",+33 (0)5 53 82 40 09,becheau.bourgeois@wanadoo.fr,http://becheau.bourgeois.free.fr,https://www.modemonline.com/design/design-connections/designers
Beef,"26, rue du Chalet - 75010 Paris - France",+33 (0)1 53 19 86 70,constance@beef.fr,http://www.beef.fr,https://www.modemonline.com/design/design-connections/designers
Behar Yves  (FuseProject),528 Folsom St. - CA 94105 San Francisco - United States,+ 1 415 908 1492,info@fuseproject.com,http://www.fuseproject.com,https://www.modemonline.com/design/design-connections/designers
